protocol,subset,condition,fold,held_out,lambda,train_median_err_pct,n_train_views
LOCO_PHYSICAL_CAMERA,LOW32,C2,39,brics-odroid-030_cam1,10.0,9.0085,105
LOCO_PHYSICAL_CAMERA,N16,S1,1,brics-odroid-001_cam1,10.0,8.5241,130
LOCO_PHYSICAL_CAMERA,N16,C1,1,brics-odroid-001_cam1,10.0,8.3727,130
LOCO_PHYSICAL_CAMERA,N16,C2,1,brics-odroid-001_cam1,1.0,8.5497,130
LOCO_PHYSICAL_CAMERA,N16,S1,2,brics-odroid-002_cam0,10.0,8.976,129
LOCO_PHYSICAL_CAMERA,N16,C1,2,brics-odroid-002_cam0,10.0,8.4772,129
LOCO_PHYSICAL_CAMERA,N16,C2,2,brics-odroid-002_cam0,10.0,8.821,129
LOCO_PHYSICAL_CAMERA,N16,S1,3,brics-odroid-006_cam0,3.0,8.7481,129
LOCO_PHYSICAL_CAMERA,N16,C1,3,brics-odroid-006_cam0,10.0,8.4235,129
LOCO_PHYSICAL_CAMERA,N16,C2,3,brics-odroid-006_cam0,3.0,8.6632,129
LOCO_PHYSICAL_CAMERA,N16,S1,4,brics-odroid-007_cam0,3.0,8.8859,128
LOCO_PHYSICAL_CAMERA,N16,C1,4,brics-odroid-007_cam0,10.0,8.4503,128
LOCO_PHYSICAL_CAMERA,N16,C2,4,brics-odroid-007_cam0,10.0,8.8145,128
LOCO_PHYSICAL_CAMERA,N16,S1,5,brics-odroid-007_cam1,3.0,8.6618,128
LOCO_PHYSICAL_CAMERA,N16,C1,5,brics-odroid-007_cam1,10.0,8.2648,128
LOCO_PHYSICAL_CAMERA,N16,C2,5,brics-odroid-007_cam1,3.0,8.6495,128
LOCO_PHYSICAL_CAMERA,N16,S1,6,brics-odroid-008_cam0,3.0,8.6618,132
LOCO_PHYSICAL_CAMERA,N16,C1,6,brics-odroid-008_cam0,10.0,8.3727,132
LOCO_PHYSICAL_CAMERA,N16,C2,6,brics-odroid-008_cam0,3.0,8.6495,132
LOCO_PHYSICAL_CAMERA,N16,S1,7,brics-odroid-009_cam1,3.0,8.4414,129
LOCO_PHYSICAL_CAMERA,N16,C1,7,brics-odroid-009_cam1,10.0,8.1993,129
LOCO_PHYSICAL_CAMERA,N16,C2,7,brics-odroid-009_cam1,10.0,8.2907,129
LOCO_PHYSICAL_CAMERA,N16,S1,8,brics-odroid-010_cam0,3.0,8.7481,129
LOCO_PHYSICAL_CAMERA,N16,C1,8,brics-odroid-010_cam0,10.0,8.4235,129
LOCO_PHYSICAL_CAMERA,N16,C2,8,brics-odroid-010_cam0,3.0,8.6632,129
LOCO_PHYSICAL_CAMERA,N16,S1,9,brics-odroid-010_cam1,10.0,8.5241,132
LOCO_PHYSICAL_CAMERA,N16,C1,9,brics-odroid-010_cam1,10.0,8.2648,132
LOCO_PHYSICAL_CAMERA,N16,C2,9,brics-odroid-010_cam1,1.0,8.5497,132
LOCO_PHYSICAL_CAMERA,N16,S1,10,brics-odroid-011_cam0,10.0,8.5674,129
LOCO_PHYSICAL_CAMERA,N16,C1,10,brics-odroid-011_cam0,10.0,8.322,129
LOCO_PHYSICAL_CAMERA,N16,C2,10,brics-odroid-011_cam0,1.0,8.5657,129
LOCO_PHYSICAL_CAMERA,N16,S1,11,brics-odroid-012_cam0,10.0,8.5674,129
LOCO_PHYSICAL_CAMERA,N16,C1,11,brics-odroid-012_cam0,10.0,8.322,129
LOCO_PHYSICAL_CAMERA,N16,C2,11,brics-odroid-012_cam0,1.0,8.5657,129
LOCO_PHYSICAL_CAMERA,N16,S1,12,brics-odroid-012_cam1,10.0,8.659,128
LOCO_PHYSICAL_CAMERA,N16,C1,12,brics-odroid-012_cam1,10.0,8.2648,128
LOCO_PHYSICAL_CAMERA,N16,C2,12,brics-odroid-012_cam1,3.0,8.6495,128
LOCO_PHYSICAL_CAMERA,N16,S1,13,brics-odroid-014_cam1,10.0,8.5674,129
LOCO_PHYSICAL_CAMERA,N16,C1,13,brics-odroid-014_cam1,10.0,8.322,129
LOCO_PHYSICAL_CAMERA,N16,C2,13,brics-odroid-014_cam1,10.0,8.5629,129
LOCO_PHYSICAL_CAMERA,N16,S1,14,brics-odroid-015_cam0,10.0,8.5674,131
LOCO_PHYSICAL_CAMERA,N16,C1,14,brics-odroid-015_cam0,10.0,8.322,131
LOCO_PHYSICAL_CAMERA,N16,C2,14,brics-odroid-015_cam0,1.0,8.5657,131
LOCO_PHYSICAL_CAMERA,N16,S1,15,brics-odroid-015_cam1,3.0,8.434,128
LOCO_PHYSICAL_CAMERA,N16,C1,15,brics-odroid-015_cam1,10.0,8.1952,128
LOCO_PHYSICAL_CAMERA,N16,C2,15,brics-odroid-015_cam1,1.0,8.4065,128
LOCO_PHYSICAL_CAMERA,N16,S1,16,brics-odroid-016_cam0,3.0,8.8859,128
LOCO_PHYSICAL_CAMERA,N16,C1,16,brics-odroid-016_cam0,10.0,8.4503,128
LOCO_PHYSICAL_CAMERA,N16,C2,16,brics-odroid-016_cam0,10.0,8.8145,128
LOCO_PHYSICAL_CAMERA,N16,S1,17,brics-odroid-017_cam0,3.0,8.7481,129
LOCO_PHYSICAL_CAMERA,N16,C1,17,brics-odroid-017_cam0,10.0,8.4772,129
LOCO_PHYSICAL_CAMERA,N16,C2,17,brics-odroid-017_cam0,3.0,8.6632,129
LOCO_PHYSICAL_CAMERA,N16,S1,18,brics-odroid-017_cam1,10.0,8.976,129
LOCO_PHYSICAL_CAMERA,N16,C1,18,brics-odroid-017_cam1,10.0,8.4772,129
LOCO_PHYSICAL_CAMERA,N16,C2,18,brics-odroid-017_cam1,10.0,8.821,129
LOCO_PHYSICAL_CAMERA,N16,S1,19,brics-odroid-019_cam1,3.0,8.8859,130
LOCO_PHYSICAL_CAMERA,N16,C1,19,brics-odroid-019_cam1,10.0,8.4503,130
LOCO_PHYSICAL_CAMERA,N16,C2,19,brics-odroid-019_cam1,10.0,8.8145,130
LOCO_PHYSICAL_CAMERA,N16,S1,20,brics-odroid-020_cam0,10.0,8.5674,129
LOCO_PHYSICAL_CAMERA,N16,C1,20,brics-odroid-020_cam0,10.0,8.322,129
LOCO_PHYSICAL_CAMERA,N16,C2,20,brics-odroid-020_cam0,1.0,8.5657,129
LOCO_PHYSICAL_CAMERA,N16,S1,21,brics-odroid-020_cam1,3.0,8.4733,129
LOCO_PHYSICAL_CAMERA,N16,C1,21,brics-odroid-020_cam1,10.0,8.2075,129
LOCO_PHYSICAL_CAMERA,N16,C2,21,brics-odroid-020_cam1,3.0,8.4796,129
LOCO_PHYSICAL_CAMERA,N16,S1,22,brics-odroid-021_cam0,3.0,8.434,128
LOCO_PHYSICAL_CAMERA,N16,C1,22,brics-odroid-021_cam0,10.0,8.1952,128
LOCO_PHYSICAL_CAMERA,N16,C2,22,brics-odroid-021_cam0,10.0,8.2517,128
LOCO_PHYSICAL_CAMERA,N16,S1,23,brics-odroid-021_cam1,3.0,8.4733,129
LOCO_PHYSICAL_CAMERA,N16,C1,23,brics-odroid-021_cam1,10.0,8.2075,129
LOCO_PHYSICAL_CAMERA,N16,C2,23,brics-odroid-021_cam1,3.0,8.4796,129
LOCO_PHYSICAL_CAMERA,N16,S1,24,brics-odroid-022_cam0,3.0,8.4733,131
LOCO_PHYSICAL_CAMERA,N16,C1,24,brics-odroid-022_cam0,10.0,8.2075,131
LOCO_PHYSICAL_CAMERA,N16,C2,24,brics-odroid-022_cam0,3.0,8.4796,131
LOCO_PHYSICAL_CAMERA,N16,S1,25,brics-odroid-022_cam1,10.0,8.5241,130
LOCO_PHYSICAL_CAMERA,N16,C1,25,brics-odroid-022_cam1,10.0,8.2648,130
LOCO_PHYSICAL_CAMERA,N16,C2,25,brics-odroid-022_cam1,1.0,8.5497,130
LOCO_PHYSICAL_CAMERA,N16,S1,26,brics-odroid-023_cam0,10.0,8.976,129
LOCO_PHYSICAL_CAMERA,N16,C1,26,brics-odroid-023_cam0,10.0,8.4772,129
LOCO_PHYSICAL_CAMERA,N16,C2,26,brics-odroid-023_cam0,10.0,8.8081,129
LOCO_PHYSICAL_CAMERA,N16,S1,27,brics-odroid-024_cam0,3.0,8.4574,128
LOCO_PHYSICAL_CAMERA,N16,C1,27,brics-odroid-024_cam0,10.0,8.2034,128
LOCO_PHYSICAL_CAMERA,N16,C2,27,brics-odroid-024_cam0,10.0,8.4268,128
LOCO_PHYSICAL_CAMERA,N16,S1,28,brics-odroid-024_cam1,1.0,8.4649,129
LOCO_PHYSICAL_CAMERA,N16,C1,28,brics-odroid-024_cam1,10.0,8.2075,129
LOCO_PHYSICAL_CAMERA,N16,C2,28,brics-odroid-024_cam1,10.0,8.2907,129
LOCO_PHYSICAL_CAMERA,N16,S1,29,brics-odroid-025_cam0,3.0,8.4414,129
LOCO_PHYSICAL_CAMERA,N16,C1,29,brics-odroid-025_cam0,10.0,8.1993,129
LOCO_PHYSICAL_CAMERA,N16,C2,29,brics-odroid-025_cam0,10.0,8.2907,129
LOCO_PHYSICAL_CAMERA,N16,S1,30,brics-odroid-025_cam1,10.0,8.4781,128
LOCO_PHYSICAL_CAMERA,N16,C1,30,brics-odroid-025_cam1,10.0,8.3727,128
LOCO_PHYSICAL_CAMERA,N16,C2,30,brics-odroid-025_cam1,3.0,8.6495,128
LOCO_PHYSICAL_CAMERA,N16,S1,31,brics-odroid-026_cam0,3.0,8.8859,130
LOCO_PHYSICAL_CAMERA,N16,C1,31,brics-odroid-026_cam0,10.0,8.4503,130
LOCO_PHYSICAL_CAMERA,N16,C2,31,brics-odroid-026_cam0,10.0,8.8145,130
LOCO_PHYSICAL_CAMERA,N16,S1,32,brics-odroid-026_cam1,3.0,8.7996,130
LOCO_PHYSICAL_CAMERA,N16,C1,32,brics-odroid-026_cam1,10.0,8.3727,130
LOCO_PHYSICAL_CAMERA,N16,C2,32,brics-odroid-026_cam1,10.0,8.8145,130
LOCO_PHYSICAL_CAMERA,N16,S1,33,brics-odroid-027_cam0,3.0,8.8859,130
LOCO_PHYSICAL_CAMERA,N16,C1,33,brics-odroid-027_cam0,10.0,8.4503,130
LOCO_PHYSICAL_CAMERA,N16,C2,33,brics-odroid-027_cam0,10.0,8.8145,130
LOCO_PHYSICAL_CAMERA,N16,S1,35,brics-odroid-028_cam0,10.0,8.5241,132
LOCO_PHYSICAL_CAMERA,N16,C1,35,brics-odroid-028_cam0,10.0,8.3727,132
LOCO_PHYSICAL_CAMERA,N16,C2,35,brics-odroid-028_cam0,1.0,8.5497,132
LOCO_PHYSICAL_CAMERA,N16,S1,36,brics-odroid-029_cam0,10.0,8.5674,131
LOCO_PHYSICAL_CAMERA,N16,C1,36,brics-odroid-029_cam0,10.0,8.322,131
LOCO_PHYSICAL_CAMERA,N16,C2,36,brics-odroid-029_cam0,1.0,8.5657,131
LOCO_PHYSICAL_CAMERA,N16,S1,37,brics-odroid-029_cam1,10.0,8.5674,131
LOCO_PHYSICAL_CAMERA,N16,C1,37,brics-odroid-029_cam1,10.0,8.322,131
LOCO_PHYSICAL_CAMERA,N16,C2,37,brics-odroid-029_cam1,1.0,8.5657,131
LOCO_PHYSICAL_CAMERA,N16,S1,38,brics-odroid-030_cam0,3.0,8.4574,130
LOCO_PHYSICAL_CAMERA,N16,C1,38,brics-odroid-030_cam0,10.0,8.2034,130
LOCO_PHYSICAL_CAMERA,N16,C2,38,brics-odroid-030_cam0,10.0,8.4268,130
LOCO_PHYSICAL_CAMERA,N16,S1,39,brics-odroid-030_cam1,10.0,8.5241,132
LOCO_PHYSICAL_CAMERA,N16,C1,39,brics-odroid-030_cam1,10.0,8.2648,132
LOCO_PHYSICAL_CAMERA,N16,C2,39,brics-odroid-030_cam1,1.0,8.5497,132
LOCO_PHYSICAL_CAMERA,N32,S1,1,brics-odroid-001_cam1,10.0,9.168,104
LOCO_PHYSICAL_CAMERA,N32,C1,1,brics-odroid-001_cam1,10.0,9.4566,104
LOCO_PHYSICAL_CAMERA,N32,C2,1,brics-odroid-001_cam1,10.0,8.7927,104
LOCO_PHYSICAL_CAMERA,N32,S1,2,brics-odroid-002_cam0,10.0,9.7632,103
LOCO_PHYSICAL_CAMERA,N32,C1,2,brics-odroid-002_cam0,10.0,9.7092,103
LOCO_PHYSICAL_CAMERA,N32,C2,2,brics-odroid-002_cam0,10.0,8.9703,103
LOCO_PHYSICAL_CAMERA,N32,S1,3,brics-odroid-006_cam0,10.0,9.3226,103
LOCO_PHYSICAL_CAMERA,N32,C1,3,brics-odroid-006_cam0,10.0,9.4653,103
LOCO_PHYSICAL_CAMERA,N32,C2,3,brics-odroid-006_cam0,10.0,8.8992,103
LOCO_PHYSICAL_CAMERA,N32,S1,4,brics-odroid-007_cam0,10.0,9.8661,101
LOCO_PHYSICAL_CAMERA,N32,C1,4,brics-odroid-007_cam0,10.0,9.7092,101
LOCO_PHYSICAL_CAMERA,N32,C2,4,brics-odroid-007_cam0,10.0,8.9703,101
LOCO_PHYSICAL_CAMERA,N32,S1,5,brics-odroid-007_cam1,10.0,9.3226,101
LOCO_PHYSICAL_CAMERA,N32,C1,5,brics-odroid-007_cam1,10.0,9.4653,101
LOCO_PHYSICAL_CAMERA,N32,C2,5,brics-odroid-007_cam1,10.0,8.8992,101
LOCO_PHYSICAL_CAMERA,N32,S1,7,brics-odroid-009_cam1,10.0,8.936,102
LOCO_PHYSICAL_CAMERA,N32,C1,7,brics-odroid-009_cam1,3.0,8.9161,102
LOCO_PHYSICAL_CAMERA,N32,C2,7,brics-odroid-009_cam1,10.0,8.5938,102
LOCO_PHYSICAL_CAMERA,N32,S1,8,brics-odroid-010_cam0,10.0,9.3226,103
LOCO_PHYSICAL_CAMERA,N32,C1,8,brics-odroid-010_cam0,10.0,9.4653,103
LOCO_PHYSICAL_CAMERA,N32,C2,8,brics-odroid-010_cam0,10.0,8.8992,103
LOCO_PHYSICAL_CAMERA,N32,S1,10,brics-odroid-011_cam0,10.0,9.168,102
LOCO_PHYSICAL_CAMERA,N32,C1,10,brics-odroid-011_cam0,10.0,9.4566,102
LOCO_PHYSICAL_CAMERA,N32,C2,10,brics-odroid-011_cam0,10.0,8.9348,102
LOCO_PHYSICAL_CAMERA,N32,S1,11,brics-odroid-012_cam0,10.0,9.168,102
LOCO_PHYSICAL_CAMERA,N32,C1,11,brics-odroid-012_cam0,10.0,9.4566,102
LOCO_PHYSICAL_CAMERA,N32,C2,11,brics-odroid-012_cam0,10.0,8.7927,102
LOCO_PHYSICAL_CAMERA,N32,S1,12,brics-odroid-012_cam1,10.0,9.3226,101
LOCO_PHYSICAL_CAMERA,N32,C1,12,brics-odroid-012_cam1,10.0,9.4653,101
LOCO_PHYSICAL_CAMERA,N32,C2,12,brics-odroid-012_cam1,10.0,8.8992,101
LOCO_PHYSICAL_CAMERA,N32,S1,13,brics-odroid-014_cam1,10.0,9.168,104
LOCO_PHYSICAL_CAMERA,N32,C1,13,brics-odroid-014_cam1,10.0,9.4566,104
LOCO_PHYSICAL_CAMERA,N32,C2,13,brics-odroid-014_cam1,10.0,8.7927,104
LOCO_PHYSICAL_CAMERA,N32,S1,14,brics-odroid-015_cam0,10.0,9.168,104
LOCO_PHYSICAL_CAMERA,N32,C1,14,brics-odroid-015_cam0,10.0,9.4566,104
LOCO_PHYSICAL_CAMERA,N32,C2,14,brics-odroid-015_cam0,10.0,8.7927,104
LOCO_PHYSICAL_CAMERA,N32,S1,15,brics-odroid-015_cam1,0.01,8.7982,101
LOCO_PHYSICAL_CAMERA,N32,C1,15,brics-odroid-015_cam1,0.01,8.7983,101
LOCO_PHYSICAL_CAMERA,N32,C2,15,brics-odroid-015_cam1,10.0,8.6246,101
LOCO_PHYSICAL_CAMERA,N32,S1,16,brics-odroid-016_cam0,10.0,9.7632,101
LOCO_PHYSICAL_CAMERA,N32,C1,16,brics-odroid-016_cam0,10.0,9.7092,101
LOCO_PHYSICAL_CAMERA,N32,C2,16,brics-odroid-016_cam0,10.0,8.9703,101
LOCO_PHYSICAL_CAMERA,N32,S1,17,brics-odroid-017_cam0,10.0,9.8147,102
LOCO_PHYSICAL_CAMERA,N32,C1,17,brics-odroid-017_cam0,10.0,9.8863,102
LOCO_PHYSICAL_CAMERA,N32,C2,17,brics-odroid-017_cam0,10.0,9.3017,102
LOCO_PHYSICAL_CAMERA,N32,S1,18,brics-odroid-017_cam1,10.0,9.8147,102
LOCO_PHYSICAL_CAMERA,N32,C1,18,brics-odroid-017_cam1,10.0,9.8863,102
LOCO_PHYSICAL_CAMERA,N32,C2,18,brics-odroid-017_cam1,10.0,9.3373,102
LOCO_PHYSICAL_CAMERA,N32,S1,19,brics-odroid-019_cam1,10.0,9.5429,104
LOCO_PHYSICAL_CAMERA,N32,C1,19,brics-odroid-019_cam1,10.0,9.5872,104
LOCO_PHYSICAL_CAMERA,N32,C2,19,brics-odroid-019_cam1,10.0,8.9348,104
LOCO_PHYSICAL_CAMERA,N32,S1,20,brics-odroid-020_cam0,10.0,9.0134,103
LOCO_PHYSICAL_CAMERA,N32,C1,20,brics-odroid-020_cam0,1.0,9.2636,103
LOCO_PHYSICAL_CAMERA,N32,C2,20,brics-odroid-020_cam0,10.0,8.6861,103
LOCO_PHYSICAL_CAMERA,N32,S1,21,brics-odroid-020_cam1,10.0,9.168,104
LOCO_PHYSICAL_CAMERA,N32,C1,21,brics-odroid-020_cam1,10.0,9.414,104
LOCO_PHYSICAL_CAMERA,N32,C2,21,brics-odroid-020_cam1,10.0,8.7619,104
LOCO_PHYSICAL_CAMERA,N32,S1,22,brics-odroid-021_cam0,0.01,8.7982,101
LOCO_PHYSICAL_CAMERA,N32,C1,22,brics-odroid-021_cam0,0.01,8.7983,101
LOCO_PHYSICAL_CAMERA,N32,C2,22,brics-odroid-021_cam0,10.0,8.5629,101
LOCO_PHYSICAL_CAMERA,N32,S1,23,brics-odroid-021_cam1,10.0,8.9963,102
LOCO_PHYSICAL_CAMERA,N32,C1,23,brics-odroid-021_cam1,3.0,9.1487,102
LOCO_PHYSICAL_CAMERA,N32,C2,23,brics-odroid-021_cam1,10.0,8.6553,102
LOCO_PHYSICAL_CAMERA,N32,S1,25,brics-odroid-022_cam1,10.0,9.0134,103
LOCO_PHYSICAL_CAMERA,N32,C1,25,brics-odroid-022_cam1,1.0,9.2636,103
LOCO_PHYSICAL_CAMERA,N32,C2,25,brics-odroid-022_cam1,10.0,8.6861,103
LOCO_PHYSICAL_CAMERA,N32,S1,26,brics-odroid-023_cam0,10.0,9.8147,102
LOCO_PHYSICAL_CAMERA,N32,C1,26,brics-odroid-023_cam0,10.0,9.8863,102
LOCO_PHYSICAL_CAMERA,N32,C2,26,brics-odroid-023_cam0,10.0,9.3373,102
LOCO_PHYSICAL_CAMERA,N32,S1,27,brics-odroid-024_cam0,10.0,8.9793,101
LOCO_PHYSICAL_CAMERA,N32,C1,27,brics-odroid-024_cam0,3.0,8.9927,101
LOCO_PHYSICAL_CAMERA,N32,C2,27,brics-odroid-024_cam0,10.0,8.6246,101
LOCO_PHYSICAL_CAMERA,N32,S1,28,brics-odroid-024_cam1,10.0,8.9963,102
LOCO_PHYSICAL_CAMERA,N32,C1,28,brics-odroid-024_cam1,3.0,9.1487,102
LOCO_PHYSICAL_CAMERA,N32,C2,28,brics-odroid-024_cam1,10.0,8.5938,102
LOCO_PHYSICAL_CAMERA,N32,S1,29,brics-odroid-025_cam0,10.0,8.9793,103
LOCO_PHYSICAL_CAMERA,N32,C1,29,brics-odroid-025_cam0,3.0,8.9927,103
LOCO_PHYSICAL_CAMERA,N32,C2,29,brics-odroid-025_cam0,10.0,8.6246,103
LOCO_PHYSICAL_CAMERA,N32,S1,30,brics-odroid-025_cam1,10.0,9.168,102
LOCO_PHYSICAL_CAMERA,N32,C1,30,brics-odroid-025_cam1,10.0,9.4566,102
LOCO_PHYSICAL_CAMERA,N32,C2,30,brics-odroid-025_cam1,10.0,8.7927,102
LOCO_PHYSICAL_CAMERA,N32,S1,31,brics-odroid-026_cam0,10.0,9.3226,105
LOCO_PHYSICAL_CAMERA,N32,C1,31,brics-odroid-026_cam0,10.0,9.4653,105
LOCO_PHYSICAL_CAMERA,N32,C2,31,brics-odroid-026_cam0,10.0,8.8992,105
LOCO_PHYSICAL_CAMERA,N32,S1,32,brics-odroid-026_cam1,10.0,9.3226,105
LOCO_PHYSICAL_CAMERA,N32,C1,32,brics-odroid-026_cam1,10.0,9.4653,105
LOCO_PHYSICAL_CAMERA,N32,C2,32,brics-odroid-026_cam1,10.0,8.8992,105
LOCO_PHYSICAL_CAMERA,N32,S1,37,brics-odroid-029_cam1,10.0,9.3226,105
LOCO_PHYSICAL_CAMERA,N32,C1,37,brics-odroid-029_cam1,10.0,9.4653,105
LOCO_PHYSICAL_CAMERA,N32,C2,37,brics-odroid-029_cam1,10.0,8.8992,105
LOCO_PHYSICAL_CAMERA,N32,S1,38,brics-odroid-030_cam0,10.0,8.9793,103
LOCO_PHYSICAL_CAMERA,N32,C1,38,brics-odroid-030_cam0,3.0,8.9927,103
LOCO_PHYSICAL_CAMERA,N32,C2,38,brics-odroid-030_cam0,10.0,8.6246,103
LOCO_PHYSICAL_CAMERA,N32,S1,39,brics-odroid-030_cam1,10.0,9.0134,105
LOCO_PHYSICAL_CAMERA,N32,C1,39,brics-odroid-030_cam1,1.0,9.2636,105
LOCO_PHYSICAL_CAMERA,N32,C2,39,brics-odroid-030_cam1,10.0,8.6861,105
LOCO_PHYSICAL_CAMERA,N64,S1,2,brics-odroid-002_cam0,10.0,10.1549,22
LOCO_PHYSICAL_CAMERA,N64,C1,2,brics-odroid-002_cam0,10.0,10.0786,22
LOCO_PHYSICAL_CAMERA,N64,C2,2,brics-odroid-002_cam0,0.01,10.2681,22
LOCO_PHYSICAL_CAMERA,N64,S1,3,brics-odroid-006_cam0,0.01,8.9872,22
LOCO_PHYSICAL_CAMERA,N64,C1,3,brics-odroid-006_cam0,3.0,8.9092,22
LOCO_PHYSICAL_CAMERA,N64,C2,3,brics-odroid-006_cam0,0.03,8.9869,22
LOCO_PHYSICAL_CAMERA,N64,S1,4,brics-odroid-007_cam0,10.0,11.2673,20
LOCO_PHYSICAL_CAMERA,N64,C1,4,brics-odroid-007_cam0,10.0,11.2433,20
LOCO_PHYSICAL_CAMERA,N64,C2,4,brics-odroid-007_cam0,10.0,11.6848,20
LOCO_PHYSICAL_CAMERA,N64,S1,5,brics-odroid-007_cam1,0.01,7.6826,21
LOCO_PHYSICAL_CAMERA,N64,C1,5,brics-odroid-007_cam1,3.0,7.6649,21
LOCO_PHYSICAL_CAMERA,N64,C2,5,brics-odroid-007_cam1,0.1,7.6766,21
LOCO_PHYSICAL_CAMERA,N64,S1,7,brics-odroid-009_cam1,0.01,8.9629,22
LOCO_PHYSICAL_CAMERA,N64,C1,7,brics-odroid-009_cam1,3.0,8.9364,22
LOCO_PHYSICAL_CAMERA,N64,C2,7,brics-odroid-009_cam1,0.1,8.9613,22
LOCO_PHYSICAL_CAMERA,N64,S1,8,brics-odroid-010_cam0,10.0,10.1549,22
LOCO_PHYSICAL_CAMERA,N64,C1,8,brics-odroid-010_cam0,10.0,10.0786,22
LOCO_PHYSICAL_CAMERA,N64,C2,8,brics-odroid-010_cam0,0.01,10.2681,22
LOCO_PHYSICAL_CAMERA,N64,S1,10,brics-odroid-011_cam0,0.01,8.9629,22
LOCO_PHYSICAL_CAMERA,N64,C1,10,brics-odroid-011_cam0,3.0,8.9092,22
LOCO_PHYSICAL_CAMERA,N64,C2,10,brics-odroid-011_cam0,0.1,8.9613,22
LOCO_PHYSICAL_CAMERA,N64,S1,12,brics-odroid-012_cam1,10.0,10.1827,21
LOCO_PHYSICAL_CAMERA,N64,C1,12,brics-odroid-012_cam1,10.0,10.1257,21
LOCO_PHYSICAL_CAMERA,N64,C2,12,brics-odroid-012_cam1,0.01,10.2927,21
LOCO_PHYSICAL_CAMERA,N64,S1,15,brics-odroid-015_cam1,0.01,7.6826,21
LOCO_PHYSICAL_CAMERA,N64,C1,15,brics-odroid-015_cam1,3.0,7.6649,21
LOCO_PHYSICAL_CAMERA,N64,C2,15,brics-odroid-015_cam1,0.1,7.6766,21
LOCO_PHYSICAL_CAMERA,N64,S1,16,brics-odroid-016_cam0,10.0,10.1549,22
LOCO_PHYSICAL_CAMERA,N64,C1,16,brics-odroid-016_cam0,10.0,10.0786,22
LOCO_PHYSICAL_CAMERA,N64,C2,16,brics-odroid-016_cam0,0.01,10.2681,22
LOCO_PHYSICAL_CAMERA,N64,S1,22,brics-odroid-021_cam0,0.01,8.9629,22
LOCO_PHYSICAL_CAMERA,N64,C1,22,brics-odroid-021_cam0,3.0,8.9092,22
LOCO_PHYSICAL_CAMERA,N64,C2,22,brics-odroid-021_cam0,0.1,8.9613,22
LOCO_PHYSICAL_CAMERA,N64,S1,26,brics-odroid-023_cam0,10.0,10.1549,22
LOCO_PHYSICAL_CAMERA,N64,C1,26,brics-odroid-023_cam0,10.0,10.0786,22
LOCO_PHYSICAL_CAMERA,N64,C2,26,brics-odroid-023_cam0,0.01,10.2681,22
LOCO_PHYSICAL_CAMERA,N64,S1,27,brics-odroid-024_cam0,10.0,10.1271,21
LOCO_PHYSICAL_CAMERA,N64,C1,27,brics-odroid-024_cam0,10.0,10.0314,21
LOCO_PHYSICAL_CAMERA,N64,C2,27,brics-odroid-024_cam0,0.01,10.2435,21
LOCO_PHYSICAL_CAMERA,N64,S1,28,brics-odroid-024_cam1,0.01,8.9629,22
LOCO_PHYSICAL_CAMERA,N64,C1,28,brics-odroid-024_cam1,3.0,8.9092,22
LOCO_PHYSICAL_CAMERA,N64,C2,28,brics-odroid-024_cam1,0.1,8.9613,22
LOCO_PHYSICAL_CAMERA,N64,S1,30,brics-odroid-025_cam1,10.0,10.1271,21
LOCO_PHYSICAL_CAMERA,N64,C1,30,brics-odroid-025_cam1,10.0,10.0314,21
LOCO_PHYSICAL_CAMERA,N64,C2,30,brics-odroid-025_cam1,0.01,10.2435,21
LOCO_PHYSICAL_CAMERA,N64,S1,38,brics-odroid-030_cam0,0.01,8.9629,22
LOCO_PHYSICAL_CAMERA,N64,C1,38,brics-odroid-030_cam0,3.0,8.9092,22
LOCO_PHYSICAL_CAMERA,N64,C2,38,brics-odroid-030_cam0,0.1,8.9613,22
LOCO_PHYSICAL_CAMERA,N8,S1,1,brics-odroid-001_cam1,10.0,8.6768,139
LOCO_PHYSICAL_CAMERA,N8,C1,1,brics-odroid-001_cam1,10.0,8.8487,139
LOCO_PHYSICAL_CAMERA,N8,C2,1,brics-odroid-001_cam1,3.0,8.8479,139
LOCO_PHYSICAL_CAMERA,N8,S1,2,brics-odroid-002_cam0,10.0,8.9132,138
LOCO_PHYSICAL_CAMERA,N8,C1,2,brics-odroid-002_cam0,10.0,8.8821,138
LOCO_PHYSICAL_CAMERA,N8,C2,2,brics-odroid-002_cam0,10.0,8.9214,138
LOCO_PHYSICAL_CAMERA,N8,S1,3,brics-odroid-006_cam0,10.0,8.7408,139
LOCO_PHYSICAL_CAMERA,N8,C1,3,brics-odroid-006_cam0,10.0,8.8487,139
LOCO_PHYSICAL_CAMERA,N8,C2,3,brics-odroid-006_cam0,10.0,8.9126,139
LOCO_PHYSICAL_CAMERA,N8,S1,4,brics-odroid-007_cam0,10.0,8.7788,138
LOCO_PHYSICAL_CAMERA,N8,C1,4,brics-odroid-007_cam0,10.0,8.8821,138
LOCO_PHYSICAL_CAMERA,N8,C2,4,brics-odroid-007_cam0,10.0,8.9214,138
LOCO_PHYSICAL_CAMERA,N8,S1,5,brics-odroid-007_cam1,10.0,8.7316,138
LOCO_PHYSICAL_CAMERA,N8,C1,5,brics-odroid-007_cam1,10.0,8.7889,138
LOCO_PHYSICAL_CAMERA,N8,C2,5,brics-odroid-007_cam1,10.0,8.9079,138
