sequence,camera,frame,n_hands,n_zero_sentinel_hands,classes,err_n,err_mean_px,err_median_px,err_p90_px,err_p95_px,err_max_px
p44-dog-0004/004,brics-odroid-022_cam0,144,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-022_cam0,16,2,0,bad|good,2,53.3926,53.3926,93.4332,98.4382,103.4433
p44-dog-0004/004,brics-odroid-022_cam0,160,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-022_cam0,176,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-022_cam0,192,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-022_cam0,208,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-022_cam0,224,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-022_cam0,240,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-022_cam0,256,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-022_cam0,272,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-022_cam0,288,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-022_cam0,304,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-022_cam0,32,2,0,bad|good,2,56.5737,56.5737,99.1894,104.5163,109.8433
p44-dog-0004/004,brics-odroid-022_cam0,48,2,0,bad|good,2,62.5311,62.5311,109.4035,115.2625,121.1216
p44-dog-0004/004,brics-odroid-022_cam0,64,2,0,bad|good,2,49.9507,49.9507,87.2972,91.9655,96.6338
p44-dog-0004/004,brics-odroid-022_cam0,80,2,0,bad|good,2,56.6546,56.6546,98.7128,103.97,109.2273
p44-dog-0004/004,brics-odroid-022_cam0,96,2,0,bad|good,2,59.8588,59.8588,104.6897,110.2935,115.8974
p44-dog-0004/004,brics-odroid-022_cam1,0,2,0,good|medium,2,8.6263,8.6263,12.4194,12.8936,13.3677
p44-dog-0004/004,brics-odroid-022_cam1,112,2,0,good|medium,2,9.2169,9.2169,12.6958,13.1306,13.5655
p44-dog-0004/004,brics-odroid-022_cam1,128,2,0,good|good,2,4.4797,4.4797,4.8424,4.8878,4.9331
p44-dog-0004/004,brics-odroid-022_cam1,144,2,0,good|good,2,5.0351,5.0351,5.2068,5.2282,5.2497
p44-dog-0004/004,brics-odroid-022_cam1,16,2,0,good|good,2,7.3714,7.3714,8.8589,9.0449,9.2308
p44-dog-0004/004,brics-odroid-022_cam1,160,2,0,good|good,2,6.1088,6.1088,6.7027,6.777,6.8512
p44-dog-0004/004,brics-odroid-022_cam1,176,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-022_cam1,192,2,0,good|good,2,4.4596,4.4596,4.9647,5.0278,5.0909
p44-dog-0004/004,brics-odroid-022_cam1,208,2,0,good|good,2,5.2488,5.2488,5.5746,5.6153,5.656
p44-dog-0004/004,brics-odroid-022_cam1,224,2,0,good|good,2,4.5449,4.5449,4.6164,4.6254,4.6343
p44-dog-0004/004,brics-odroid-022_cam1,240,2,0,good|medium,2,10.4745,10.4745,15.6201,16.2633,16.9065
p44-dog-0004/004,brics-odroid-022_cam1,256,2,0,bad|good,2,46.1633,46.1633,80.1211,84.3658,88.6105
p44-dog-0004/004,brics-odroid-022_cam1,272,2,0,bad|good,2,41.0832,41.0832,70.6946,74.3961,78.0975
p44-dog-0004/004,brics-odroid-022_cam1,288,2,0,good|medium,2,11.4752,11.4752,17.4178,18.1607,18.9035
p44-dog-0004/004,brics-odroid-022_cam1,304,2,0,bad|good,2,39.4584,39.4584,66.9446,70.3803,73.8161
p44-dog-0004/004,brics-odroid-022_cam1,32,2,0,good|medium,2,9.8765,9.8765,13.4275,13.8713,14.3152
p44-dog-0004/004,brics-odroid-022_cam1,48,2,0,good|medium,2,8.1524,8.1524,10.7414,11.065,11.3886
p44-dog-0004/004,brics-odroid-022_cam1,64,2,0,good|medium,2,22.5399,22.5399,36.5941,38.3508,40.1076
p44-dog-0004/004,brics-odroid-022_cam1,80,2,0,good|medium,2,13.7098,13.7098,19.9402,20.719,21.4978
p44-dog-0004/004,brics-odroid-022_cam1,96,2,0,good|medium,2,11.7228,11.7228,16.9287,17.5795,18.2302
p44-dog-0004/004,brics-odroid-023_cam0,0,2,0,medium|medium,2,34.4571,34.4571,34.7312,34.7654,34.7997
p44-dog-0004/004,brics-odroid-023_cam0,112,2,0,medium|medium,2,28.4006,28.4006,29.4199,29.5473,29.6747
p44-dog-0004/004,brics-odroid-023_cam0,128,2,0,medium|medium,2,25.4336,25.4336,31.5213,32.2822,33.0432
p44-dog-0004/004,brics-odroid-023_cam0,144,2,0,medium|medium,2,25.4727,25.4727,29.3812,29.8697,30.3583
p44-dog-0004/004,brics-odroid-023_cam0,16,2,0,medium|medium,2,25.5326,25.5326,30.0115,30.5713,31.1312
p44-dog-0004/004,brics-odroid-023_cam0,160,2,0,medium|medium,2,24.7984,24.7984,31.3674,32.1885,33.0096
p44-dog-0004/004,brics-odroid-023_cam0,176,2,0,medium|medium,2,27.4623,27.4623,32.1978,32.7898,33.3817
p44-dog-0004/004,brics-odroid-023_cam0,192,2,0,medium|medium,2,32.8441,32.8441,34.5435,34.7559,34.9683
p44-dog-0004/004,brics-odroid-023_cam0,208,2,0,medium|medium,2,31.8617,31.8617,34.366,34.6791,34.9921
p44-dog-0004/004,brics-odroid-023_cam0,224,2,0,medium|medium,2,30.2119,30.2119,30.7359,30.8014,30.8669
p44-dog-0004/004,brics-odroid-023_cam0,240,2,0,medium|medium,2,23.8964,23.8964,29.014,29.6537,30.2934
p44-dog-0004/004,brics-odroid-023_cam0,256,2,0,medium|medium,2,19.1569,19.1569,20.525,20.696,20.867
p44-dog-0004/004,brics-odroid-023_cam0,272,2,0,medium|medium,2,19.3489,19.3489,19.9275,19.9999,20.0722
p44-dog-0004/004,brics-odroid-023_cam0,288,2,0,medium|medium,2,24.1928,24.1928,27.8862,28.3479,28.8096
p44-dog-0004/004,brics-odroid-023_cam0,304,2,0,medium|medium,2,21.767,21.767,24.5395,24.886,25.2326
p44-dog-0004/004,brics-odroid-023_cam0,32,2,0,medium|medium,2,27.2529,27.2529,30.0322,30.3796,30.727
p44-dog-0004/004,brics-odroid-023_cam0,48,2,0,medium|medium,2,27.4807,27.4807,31.0755,31.5249,31.9742
p44-dog-0004/004,brics-odroid-023_cam0,64,2,0,medium|medium,2,30.633,30.633,34.184,34.6279,35.0718
p44-dog-0004/004,brics-odroid-023_cam0,80,2,0,medium|medium,2,27.9853,27.9853,29.4791,29.6659,29.8526
p44-dog-0004/004,brics-odroid-023_cam0,96,2,0,medium|medium,2,29.1671,29.1671,31.9694,32.3197,32.67
p44-dog-0004/004,brics-odroid-024_cam0,0,2,0,good|good,2,8.086,8.086,8.4008,8.4401,8.4795
p44-dog-0004/004,brics-odroid-024_cam0,112,2,0,good|good,2,5.676,5.676,6.1026,6.156,6.2093
p44-dog-0004/004,brics-odroid-024_cam0,128,2,0,good|medium,2,9.2606,9.2606,12.6453,13.0684,13.4915
p44-dog-0004/004,brics-odroid-024_cam0,144,2,0,good|good,2,6.8781,6.8781,7.4863,7.5624,7.6384
p44-dog-0004/004,brics-odroid-024_cam0,16,2,0,good|good,2,7.2139,7.2139,8.4669,8.6236,8.7802
p44-dog-0004/004,brics-odroid-024_cam0,160,2,0,good|good,2,8.1572,8.1572,8.6026,8.6583,8.714
p44-dog-0004/004,brics-odroid-024_cam0,176,2,0,good|medium,2,8.3987,8.3987,10.7083,10.997,11.2857
p44-dog-0004/004,brics-odroid-024_cam0,192,2,0,good|medium,2,9.7895,9.7895,12.3127,12.6281,12.9435
p44-dog-0004/004,brics-odroid-024_cam0,208,2,0,good|medium,2,10.279,10.279,12.0515,12.273,12.4946
p44-dog-0004/004,brics-odroid-024_cam0,224,2,0,good|medium,2,11.0538,11.0538,12.395,12.5626,12.7303
p44-dog-0004/004,brics-odroid-024_cam0,240,2,0,good|medium,2,7.9957,7.9957,10.3007,10.5889,10.877
p44-dog-0004/004,brics-odroid-024_cam0,256,2,0,good|good,2,6.978,6.978,8.3578,8.5302,8.7027
p44-dog-0004/004,brics-odroid-024_cam0,272,2,0,good|good,2,5.8811,5.8811,6.7035,6.8063,6.9091
p44-dog-0004/004,brics-odroid-024_cam0,288,2,0,good|medium,2,10.0975,10.0975,14.1031,14.6038,15.1045
p44-dog-0004/004,brics-odroid-024_cam0,304,2,0,good|good,2,5.3522,5.3522,5.4822,5.4985,5.5147
p44-dog-0004/004,brics-odroid-024_cam0,32,2,0,good|good,2,6.1758,6.1758,6.2204,6.226,6.2316
p44-dog-0004/004,brics-odroid-024_cam0,48,2,0,good|good,2,5.0667,5.0667,5.5843,5.649,5.7137
p44-dog-0004/004,brics-odroid-024_cam0,64,2,0,good|good,2,6.6833,6.6833,7.4933,7.5946,7.6958
p44-dog-0004/004,brics-odroid-024_cam0,80,2,0,good|medium,2,8.8635,8.8635,10.2836,10.4611,10.6386
p44-dog-0004/004,brics-odroid-024_cam0,96,2,0,good|good,2,5.2561,5.2561,6.0085,6.1025,6.1966
p44-dog-0004/004,brics-odroid-024_cam1,0,2,0,good|medium,2,19.3562,19.3562,31.9101,33.4794,35.0486
p44-dog-0004/004,brics-odroid-024_cam1,112,2,0,good|medium,2,16.574,16.574,25.934,27.104,28.274
p44-dog-0004/004,brics-odroid-024_cam1,128,2,0,good|medium,2,13.1345,13.1345,16.5997,17.0328,17.466
p44-dog-0004/004,brics-odroid-024_cam1,144,2,0,good|medium,2,12.2377,12.2377,14.3448,14.6082,14.8716
p44-dog-0004/004,brics-odroid-024_cam1,16,2,0,good|medium,2,10.7553,10.7553,15.2108,15.7678,16.3247
p44-dog-0004/004,brics-odroid-024_cam1,160,2,0,good|medium,2,11.153,11.153,14.1116,14.4815,14.8513
p44-dog-0004/004,brics-odroid-024_cam1,176,2,0,good|medium,2,8.7678,8.7678,11.1078,11.4003,11.6928
p44-dog-0004/004,brics-odroid-024_cam1,192,2,0,good|good,2,6.8249,6.8249,7.8523,7.9808,8.1092
p44-dog-0004/004,brics-odroid-024_cam1,208,2,0,good|good,2,5.9341,5.9341,6.1779,6.2084,6.2389
p44-dog-0004/004,brics-odroid-024_cam1,224,2,0,good|medium,2,11.1319,11.1319,14.7165,15.1645,15.6126
p44-dog-0004/004,brics-odroid-024_cam1,240,2,0,good|good,2,5.5301,5.5301,6.3963,6.5046,6.6129
p44-dog-0004/004,brics-odroid-024_cam1,256,2,0,good|good,2,4.8844,4.8844,4.9175,4.9217,4.9258
p44-dog-0004/004,brics-odroid-024_cam1,272,2,0,good|good,2,4.9076,4.9076,5.3139,5.3647,5.4155
p44-dog-0004/004,brics-odroid-024_cam1,288,2,0,good|good,2,5.6594,5.6594,6.6168,6.7364,6.8561
p44-dog-0004/004,brics-odroid-024_cam1,304,2,0,good|good,2,5.5869,5.5869,6.976,7.1496,7.3232
p44-dog-0004/004,brics-odroid-024_cam1,32,2,0,good|medium,2,11.1996,11.1996,15.2008,15.701,16.2011
p44-dog-0004/004,brics-odroid-024_cam1,48,2,0,good|medium,2,14.3969,14.3969,22.0478,23.0041,23.9605
p44-dog-0004/004,brics-odroid-024_cam1,64,2,0,good|medium,2,10.6222,10.6222,15.9858,16.6562,17.3267
p44-dog-0004/004,brics-odroid-024_cam1,80,2,0,good|medium,2,8.7971,8.7971,11.8921,12.279,12.6659
p44-dog-0004/004,brics-odroid-024_cam1,96,2,0,good|medium,2,17.1622,17.1622,26.6936,27.8851,29.0765
p44-dog-0004/004,brics-odroid-025_cam0,0,2,0,medium|medium,2,13.4262,13.4262,14.048,14.1257,14.2034
p44-dog-0004/004,brics-odroid-025_cam0,112,2,0,good|medium,2,11.9573,11.9573,16.2268,16.7605,17.2942
p44-dog-0004/004,brics-odroid-025_cam0,128,2,0,good|medium,2,9.0425,9.0425,10.2933,10.4497,10.606
p44-dog-0004/004,brics-odroid-025_cam0,144,2,0,medium|medium,2,12.7128,12.7128,12.8182,12.8313,12.8445
p44-dog-0004/004,brics-odroid-025_cam0,16,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-025_cam0,160,2,0,good|medium,2,10.6716,10.6716,12.3812,12.5949,12.8086
p44-dog-0004/004,brics-odroid-025_cam0,176,2,0,good|medium,2,10.3459,10.3459,12.0863,12.3038,12.5214
p44-dog-0004/004,brics-odroid-025_cam0,192,2,0,good|medium,2,10.3643,10.3643,12.6157,12.8972,13.1786
p44-dog-0004/004,brics-odroid-025_cam0,208,2,0,good|medium,2,12.787,12.787,16.1029,16.5174,16.9319
p44-dog-0004/004,brics-odroid-025_cam0,224,2,0,good|medium,2,11.4618,11.4618,13.4384,13.6854,13.9325
p44-dog-0004/004,brics-odroid-025_cam0,240,2,0,medium|medium,2,11.4062,11.4062,12.0556,12.1367,12.2179
p44-dog-0004/004,brics-odroid-025_cam0,256,2,0,good|medium,2,11.2649,11.2649,12.7414,12.9259,13.1105
p44-dog-0004/004,brics-odroid-025_cam0,272,2,0,good|medium,2,10.6446,10.6446,12.0318,12.2052,12.3786
p44-dog-0004/004,brics-odroid-025_cam0,288,2,0,medium|medium,2,13.3445,13.3445,14.2799,14.3968,14.5137
p44-dog-0004/004,brics-odroid-025_cam0,304,2,0,good|good,2,8.829,8.829,9.0208,9.0447,9.0687
p44-dog-0004/004,brics-odroid-025_cam0,32,2,0,good|medium,2,11.4373,11.4373,14.0337,14.3582,14.6828
p44-dog-0004/004,brics-odroid-025_cam0,48,2,0,medium|medium,2,13.5496,13.5496,15.7268,15.999,16.2711
p44-dog-0004/004,brics-odroid-025_cam0,64,2,0,medium|medium,2,15.1749,15.1749,16.7336,16.9285,17.1233
p44-dog-0004/004,brics-odroid-025_cam0,80,2,0,good|medium,2,12.1989,12.1989,15.3918,15.7909,16.19
p44-dog-0004/004,brics-odroid-025_cam0,96,2,0,good|medium,2,11.9663,11.9663,15.4493,15.8847,16.3201
p44-dog-0004/004,brics-odroid-025_cam1,0,2,0,good|medium,2,9.784,9.784,11.2539,11.4377,11.6214
p44-dog-0004/004,brics-odroid-025_cam1,112,2,0,good|medium,2,10.1008,10.1008,11.9354,12.1647,12.394
p44-dog-0004/004,brics-odroid-025_cam1,128,2,0,good|good,2,7.062,7.062,7.8406,7.9379,8.0352
p44-dog-0004/004,brics-odroid-025_cam1,144,2,0,good|good,2,7.0486,7.0486,7.7026,7.7843,7.8661
p44-dog-0004/004,brics-odroid-025_cam1,16,2,0,good|medium,2,10.8935,10.8935,12.4621,12.6582,12.8543
p44-dog-0004/004,brics-odroid-025_cam1,160,2,0,good|good,2,7.3433,7.3433,7.3708,7.3743,7.3777
p44-dog-0004/004,brics-odroid-025_cam1,176,2,0,good|good,2,7.5763,7.5763,7.6449,7.6534,7.662
p44-dog-0004/004,brics-odroid-025_cam1,192,2,0,good|good,2,6.6768,6.6768,8.1189,8.2991,8.4794
p44-dog-0004/004,brics-odroid-025_cam1,208,2,0,good|good,2,7.923,7.923,8.6094,8.6952,8.781
p44-dog-0004/004,brics-odroid-025_cam1,224,2,0,good|medium,2,8.1786,8.1786,11.0085,11.3623,11.716
p44-dog-0004/004,brics-odroid-025_cam1,240,2,0,good|medium,2,9.5371,9.5371,12.3652,12.7187,13.0722
p44-dog-0004/004,brics-odroid-025_cam1,256,2,0,good|good,2,7.8215,7.8215,8.9851,9.1305,9.276
p44-dog-0004/004,brics-odroid-025_cam1,272,2,0,good|medium,2,10.3015,10.3015,12.4406,12.708,12.9754
p44-dog-0004/004,brics-odroid-025_cam1,288,2,0,good|medium,2,9.699,9.699,11.7081,11.9593,12.2104
p44-dog-0004/004,brics-odroid-025_cam1,304,2,0,good|good,2,7.3645,7.3645,8.3328,8.4539,8.5749
p44-dog-0004/004,brics-odroid-025_cam1,32,2,0,good|medium,2,12.1653,12.1653,14.8543,15.1904,15.5265
p44-dog-0004/004,brics-odroid-025_cam1,48,2,0,good|good,2,9.1833,9.1833,9.3126,9.3287,9.3449
p44-dog-0004/004,brics-odroid-025_cam1,64,2,0,good|medium,2,11.0525,11.0525,13.7715,14.1113,14.4512
p44-dog-0004/004,brics-odroid-025_cam1,80,2,0,good|medium,2,16.9474,16.9474,23.3712,24.1742,24.9772
p44-dog-0004/004,brics-odroid-025_cam1,96,2,0,good|medium,2,12.0483,12.0483,14.4675,14.7699,15.0723
p44-dog-0004/004,brics-odroid-026_cam0,0,2,0,bad|good,2,233.0439,233.0439,411.7756,434.117,456.4585
p44-dog-0004/004,brics-odroid-026_cam0,112,2,0,bad|good,2,101.8302,101.8302,177.7824,187.2765,196.7705
p44-dog-0004/004,brics-odroid-026_cam0,128,2,0,bad|good,2,96.9887,96.9887,166.9741,175.7222,184.4704
p44-dog-0004/004,brics-odroid-026_cam0,144,2,0,bad|medium,2,84.5409,84.5409,137.8397,144.502,151.1644
p44-dog-0004/004,brics-odroid-026_cam0,16,2,0,bad|good,2,235.246,235.246,419.5639,442.6037,465.6434
p44-dog-0004/004,brics-odroid-026_cam0,160,2,0,bad|medium,2,83.7142,83.7142,140.02,147.0583,154.0965
p44-dog-0004/004,brics-odroid-026_cam0,176,2,0,bad|medium,2,82.9051,82.9051,135.4624,142.032,148.6017
p44-dog-0004/004,brics-odroid-026_cam0,192,2,1,medium|zero_sentinel,1,29.1745,29.1745,29.1745,29.1745,29.1745
p44-dog-0004/004,brics-odroid-026_cam0,208,2,0,bad|medium,2,83.4212,83.4212,127.7448,133.2852,138.8257
p44-dog-0004/004,brics-odroid-026_cam0,224,2,0,bad|good,2,237.7713,237.7713,420.1313,442.9263,465.7213
p44-dog-0004/004,brics-odroid-026_cam0,240,2,0,bad|medium,2,236.3907,236.3907,417.378,440.0014,462.6248
p44-dog-0004/004,brics-odroid-026_cam0,256,2,1,good|zero_sentinel,1,8.7471,8.7471,8.7471,8.7471,8.7471
p44-dog-0004/004,brics-odroid-026_cam0,272,2,0,bad|good,2,231.2005,231.2005,408.8971,431.1091,453.3212
p44-dog-0004/004,brics-odroid-026_cam0,288,2,1,good|zero_sentinel,1,9.0687,9.0687,9.0687,9.0687,9.0687
p44-dog-0004/004,brics-odroid-026_cam0,304,2,0,bad|good,2,231.88,231.88,410.8783,433.2531,455.6279
p44-dog-0004/004,brics-odroid-026_cam0,32,2,0,bad|good,2,242.7772,242.7772,433.1798,456.9801,480.7804
p44-dog-0004/004,brics-odroid-026_cam0,48,2,0,bad|good,2,249.6838,249.6838,444.3859,468.7236,493.0614
p44-dog-0004/004,brics-odroid-026_cam0,64,2,0,bad|good,2,78.7722,78.7722,134.7608,141.7593,148.7579
p44-dog-0004/004,brics-odroid-026_cam0,80,2,0,bad|good,2,77.364,77.364,133.1329,140.104,147.0751
p44-dog-0004/004,brics-odroid-026_cam0,96,2,0,bad|good,2,72.912,72.912,124.6562,131.1242,137.5922
p44-dog-0004/004,brics-odroid-026_cam1,0,2,1,bad|zero_sentinel,1,287.3749,287.3749,287.3749,287.3749,287.3749
p44-dog-0004/004,brics-odroid-026_cam1,112,2,0,bad|good,2,135.7286,135.7286,236.3192,248.893,261.4668
p44-dog-0004/004,brics-odroid-026_cam1,128,2,0,bad|bad,2,338.646,338.646,350.7926,352.3109,353.8292
p44-dog-0004/004,brics-odroid-026_cam1,144,2,1,bad|zero_sentinel,1,199.2384,199.2384,199.2384,199.2384,199.2384
p44-dog-0004/004,brics-odroid-026_cam1,16,2,0,bad|bad,2,314.2151,314.2151,333.8342,336.2866,338.739
p44-dog-0004/004,brics-odroid-026_cam1,160,2,1,bad|zero_sentinel,1,203.1936,203.1936,203.1936,203.1936,203.1936
p44-dog-0004/004,brics-odroid-026_cam1,176,2,1,bad|zero_sentinel,1,180.4299,180.4299,180.4299,180.4299,180.4299
p44-dog-0004/004,brics-odroid-026_cam1,192,2,1,bad|zero_sentinel,1,185.9168,185.9168,185.9168,185.9168,185.9168
p44-dog-0004/004,brics-odroid-026_cam1,208,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-026_cam1,224,2,0,bad|bad,2,306.5432,306.5432,316.4977,317.742,318.9863
p44-dog-0004/004,brics-odroid-026_cam1,240,2,1,medium|zero_sentinel,1,10.2898,10.2898,10.2898,10.2898,10.2898
p44-dog-0004/004,brics-odroid-026_cam1,256,2,0,bad|good,2,80.8884,80.8884,139.1453,146.4274,153.7095
p44-dog-0004/004,brics-odroid-026_cam1,272,2,0,bad|good,2,82.6757,82.6757,145.4035,153.2445,161.0855
p44-dog-0004/004,brics-odroid-026_cam1,288,2,1,bad|zero_sentinel,1,156.7603,156.7603,156.7603,156.7603,156.7603
p44-dog-0004/004,brics-odroid-026_cam1,304,2,1,medium|zero_sentinel,1,12.9038,12.9038,12.9038,12.9038,12.9038
p44-dog-0004/004,brics-odroid-026_cam1,32,2,1,bad|zero_sentinel,1,289.6299,289.6299,289.6299,289.6299,289.6299
p44-dog-0004/004,brics-odroid-026_cam1,48,2,1,medium|zero_sentinel,1,18.1992,18.1992,18.1992,18.1992,18.1992
p44-dog-0004/004,brics-odroid-026_cam1,64,2,0,bad|medium,2,137.0055,137.0055,229.8677,241.4755,253.0833
p44-dog-0004/004,brics-odroid-026_cam1,80,2,0,bad|medium,2,129.115,129.115,224.1293,236.0061,247.8829
p44-dog-0004/004,brics-odroid-026_cam1,96,2,1,medium|zero_sentinel,1,11.7318,11.7318,11.7318,11.7318,11.7318
p44-dog-0004/004,brics-odroid-027_cam0,0,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam0,112,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam0,128,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam0,144,2,0,bad|medium,2,82.4848,82.4848,139.5045,146.632,153.7595
p44-dog-0004/004,brics-odroid-027_cam0,16,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam0,160,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam0,176,2,1,bad|zero_sentinel,1,141.6096,141.6096,141.6096,141.6096,141.6096
p44-dog-0004/004,brics-odroid-027_cam0,192,2,0,bad|good,2,70.3549,70.3549,119.9635,126.1645,132.3656
p44-dog-0004/004,brics-odroid-027_cam0,208,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam0,224,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam0,240,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam0,256,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam0,272,2,1,bad|zero_sentinel,1,167.5138,167.5138,167.5138,167.5138,167.5138
p44-dog-0004/004,brics-odroid-027_cam0,288,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam0,304,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam0,32,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam0,48,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam0,64,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam0,80,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam0,96,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,0,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,112,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,128,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,144,2,0,bad|bad,2,152.8592,152.8592,218.505,226.7107,234.9164
p44-dog-0004/004,brics-odroid-027_cam1,16,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,160,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,176,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,192,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,208,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,224,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,240,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,256,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,272,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,288,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,304,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,32,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,48,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,64,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,80,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-027_cam1,96,2,2,zero_sentinel|zero_sentinel,,,,,,
p44-dog-0004/004,brics-odroid-028_cam0,0,2,0,bad|medium,2,87.3199,87.3199,116.6796,120.3495,124.0195
p44-dog-0004/004,brics-odroid-028_cam0,112,2,0,bad|bad,2,89.6107,89.6107,111.7932,114.566,117.3388
p44-dog-0004/004,brics-odroid-028_cam0,128,2,1,bad|zero_sentinel,1,89.1823,89.1823,89.1823,89.1823,89.1823
p44-dog-0004/004,brics-odroid-028_cam0,144,2,0,bad|medium,2,74.3216,74.3216,99.8691,103.0626,106.256
p44-dog-0004/004,brics-odroid-028_cam0,16,2,0,bad|medium,2,80.0862,80.0862,100.1739,102.6848,105.1958
p44-dog-0004/004,brics-odroid-028_cam0,160,2,0,bad|medium,2,83.2836,83.2836,114.4079,118.2984,122.1889
p44-dog-0004/004,brics-odroid-028_cam0,176,2,0,bad|medium,2,73.3324,73.3324,92.9468,95.3986,97.8504
p44-dog-0004/004,brics-odroid-028_cam0,192,2,1,medium|zero_sentinel,1,52.2663,52.2663,52.2663,52.2663,52.2663
p44-dog-0004/004,brics-odroid-028_cam0,208,2,1,medium|zero_sentinel,1,52.3113,52.3113,52.3113,52.3113,52.3113
p44-dog-0004/004,brics-odroid-028_cam0,224,2,0,bad|bad,2,336.3519,336.3519,384.5253,390.547,396.5687
p44-dog-0004/004,brics-odroid-028_cam0,240,2,0,bad|bad,2,262.5038,262.5038,326.4032,334.3906,342.378
p44-dog-0004/004,brics-odroid-028_cam0,256,2,0,bad|bad,2,121.6968,121.6968,145.8494,148.8684,151.8875
p44-dog-0004/004,brics-odroid-028_cam0,272,2,0,bad|bad,2,124.3897,124.3897,151.6387,155.0449,158.451
p44-dog-0004/004,brics-odroid-028_cam0,288,2,0,bad|bad,2,113.5611,113.5611,132.2334,134.5674,136.9014
p44-dog-0004/004,brics-odroid-028_cam0,304,2,0,bad|bad,2,226.3471,226.3471,276.5018,282.7712,289.0405
