sequence,camera,frame,hand,view_class,lag,median_err_px
p52-instrument-0034/034,brics-odroid-020_cam1,60,left,good,-5,10.7508
p52-instrument-0034/034,brics-odroid-020_cam1,60,left,good,-4,11.3534
p52-instrument-0034/034,brics-odroid-020_cam1,60,left,good,-3,9.4359
p52-instrument-0034/034,brics-odroid-020_cam1,60,left,good,-2,11.1155
p52-instrument-0034/034,brics-odroid-020_cam1,60,left,good,-1,10.6822
p52-instrument-0034/034,brics-odroid-020_cam1,60,left,good,0,9.0406
p52-instrument-0034/034,brics-odroid-020_cam1,60,left,good,1,9.766
p52-instrument-0034/034,brics-odroid-020_cam1,60,left,good,2,10.7638
p52-instrument-0034/034,brics-odroid-020_cam1,60,left,good,3,11.0309
p52-instrument-0034/034,brics-odroid-020_cam1,60,left,good,4,10.2
p52-instrument-0034/034,brics-odroid-020_cam1,60,left,good,5,9.9543
p52-instrument-0034/034,brics-odroid-011_cam0,48,right,good,-5,35.9341
p52-instrument-0034/034,brics-odroid-011_cam0,48,right,good,-4,26.9534
p52-instrument-0034/034,brics-odroid-011_cam0,48,right,good,-3,19.3241
p52-instrument-0034/034,brics-odroid-011_cam0,48,right,good,-2,12.6636
p52-instrument-0034/034,brics-odroid-011_cam0,48,right,good,-1,6.7823
p52-instrument-0034/034,brics-odroid-011_cam0,48,right,good,0,2.098
p52-instrument-0034/034,brics-odroid-011_cam0,48,right,good,1,5.9472
p52-instrument-0034/034,brics-odroid-011_cam0,48,right,good,2,12.7865
p52-instrument-0034/034,brics-odroid-011_cam0,48,right,good,3,18.8589
p52-instrument-0034/034,brics-odroid-011_cam0,48,right,good,4,27.7816
p52-instrument-0034/034,brics-odroid-011_cam0,48,right,good,5,33.6015
p52-instrument-0034/034,brics-odroid-015_cam0,42,right,good,-5,42.0188
p52-instrument-0034/034,brics-odroid-015_cam0,42,right,good,-4,38.0437
p52-instrument-0034/034,brics-odroid-015_cam0,42,right,good,-3,32.7225
p52-instrument-0034/034,brics-odroid-015_cam0,42,right,good,-2,23.4923
p52-instrument-0034/034,brics-odroid-015_cam0,42,right,good,-1,13.3478
p52-instrument-0034/034,brics-odroid-015_cam0,42,right,good,0,4.9941
p52-instrument-0034/034,brics-odroid-015_cam0,42,right,good,1,8.3359
p52-instrument-0034/034,brics-odroid-015_cam0,42,right,good,2,18.3786
p52-instrument-0034/034,brics-odroid-015_cam0,42,right,good,3,26.838
p52-instrument-0034/034,brics-odroid-015_cam0,42,right,good,4,32.2424
p52-instrument-0034/034,brics-odroid-015_cam0,42,right,good,5,36.08
p44-dog-0004/004,brics-odroid-020_cam1,32,left,good,-5,23.1105
p44-dog-0004/004,brics-odroid-020_cam1,32,left,good,-4,21.1192
p44-dog-0004/004,brics-odroid-020_cam1,32,left,good,-3,16.8475
p44-dog-0004/004,brics-odroid-020_cam1,32,left,good,-2,13.2478
p44-dog-0004/004,brics-odroid-020_cam1,32,left,good,-1,6.1463
p44-dog-0004/004,brics-odroid-020_cam1,32,left,good,0,6.4487
p44-dog-0004/004,brics-odroid-020_cam1,32,left,good,1,8.6182
p44-dog-0004/004,brics-odroid-020_cam1,32,left,good,2,10.0878
p44-dog-0004/004,brics-odroid-020_cam1,32,left,good,3,10.1806
p44-dog-0004/004,brics-odroid-020_cam1,32,left,good,4,6.4014
p44-dog-0004/004,brics-odroid-020_cam1,32,left,good,5,7.3677
p36-tea-0010/010,brics-odroid-002_cam0,68,right,good,-5,29.0466
p36-tea-0010/010,brics-odroid-002_cam0,68,right,good,-4,20.8117
p36-tea-0010/010,brics-odroid-002_cam0,68,right,good,-3,14.3477
p36-tea-0010/010,brics-odroid-002_cam0,68,right,good,-2,8.8706
p36-tea-0010/010,brics-odroid-002_cam0,68,right,good,-1,6.3129
p36-tea-0010/010,brics-odroid-002_cam0,68,right,good,0,7.8546
p36-tea-0010/010,brics-odroid-002_cam0,68,right,good,1,9.1432
p36-tea-0010/010,brics-odroid-002_cam0,68,right,good,2,10.5387
p36-tea-0010/010,brics-odroid-002_cam0,68,right,good,3,11.5237
p36-tea-0010/010,brics-odroid-002_cam0,68,right,good,4,14.0966
p36-tea-0010/010,brics-odroid-002_cam0,68,right,good,5,15.7264
p44-dog-0004/004,brics-odroid-007_cam1,80,right,good,-5,5.4599
p44-dog-0004/004,brics-odroid-007_cam1,80,right,good,-4,4.7852
p44-dog-0004/004,brics-odroid-007_cam1,80,right,good,-3,5.0433
p44-dog-0004/004,brics-odroid-007_cam1,80,right,good,-2,4.8716
p44-dog-0004/004,brics-odroid-007_cam1,80,right,good,-1,4.8061
p44-dog-0004/004,brics-odroid-007_cam1,80,right,good,0,5.3156
p44-dog-0004/004,brics-odroid-007_cam1,80,right,good,1,4.4335
p44-dog-0004/004,brics-odroid-007_cam1,80,right,good,2,5.5294
p44-dog-0004/004,brics-odroid-007_cam1,80,right,good,3,5.6901
p44-dog-0004/004,brics-odroid-007_cam1,80,right,good,4,5.8152
p44-dog-0004/004,brics-odroid-007_cam1,80,right,good,5,6.2418
p44-dog-0004/004,brics-odroid-011_cam0,304,right,good,-5,6.5574
p44-dog-0004/004,brics-odroid-011_cam0,304,right,good,-4,6.0319
p44-dog-0004/004,brics-odroid-011_cam0,304,right,good,-3,5.1072
p44-dog-0004/004,brics-odroid-011_cam0,304,right,good,-2,4.9589
p44-dog-0004/004,brics-odroid-011_cam0,304,right,good,-1,2.6813
p44-dog-0004/004,brics-odroid-011_cam0,304,right,good,0,3.1593
p44-dog-0004/004,brics-odroid-011_cam0,304,right,good,1,5.8737
p44-dog-0004/004,brics-odroid-011_cam0,304,right,good,2,9.7762
p44-dog-0004/004,brics-odroid-011_cam0,304,right,good,3,12.2663
p44-dog-0004/004,brics-odroid-011_cam0,304,right,good,4,18.0856
p44-dog-0004/004,brics-odroid-011_cam0,304,right,good,5,22.503
p44-dog-0004/004,brics-odroid-016_cam0,176,right,good,-5,9.4373
p44-dog-0004/004,brics-odroid-016_cam0,176,right,good,-4,8.5766
p44-dog-0004/004,brics-odroid-016_cam0,176,right,good,-3,8.3014
p44-dog-0004/004,brics-odroid-016_cam0,176,right,good,-2,8.4051
p44-dog-0004/004,brics-odroid-016_cam0,176,right,good,-1,8.2749
p44-dog-0004/004,brics-odroid-016_cam0,176,right,good,0,7.9936
p44-dog-0004/004,brics-odroid-016_cam0,176,right,good,1,8.0343
p44-dog-0004/004,brics-odroid-016_cam0,176,right,good,2,10.6368
p44-dog-0004/004,brics-odroid-016_cam0,176,right,good,3,11.6845
p44-dog-0004/004,brics-odroid-016_cam0,176,right,good,4,13.6041
p44-dog-0004/004,brics-odroid-016_cam0,176,right,good,5,14.1308
p52-instrument-0034/034,brics-odroid-022_cam1,12,right,good,-5,17.709
p52-instrument-0034/034,brics-odroid-022_cam1,12,right,good,-4,16.1874
p52-instrument-0034/034,brics-odroid-022_cam1,12,right,good,-3,14.6253
p52-instrument-0034/034,brics-odroid-022_cam1,12,right,good,-2,11.6702
p52-instrument-0034/034,brics-odroid-022_cam1,12,right,good,-1,7.9047
p52-instrument-0034/034,brics-odroid-022_cam1,12,right,good,0,4.4684
p52-instrument-0034/034,brics-odroid-022_cam1,12,right,good,1,8.0018
p52-instrument-0034/034,brics-odroid-022_cam1,12,right,good,2,11.8135
p52-instrument-0034/034,brics-odroid-022_cam1,12,right,good,3,14.2902
p52-instrument-0034/034,brics-odroid-022_cam1,12,right,good,4,14.2066
p52-instrument-0034/034,brics-odroid-022_cam1,12,right,good,5,13.4622
p36-tea-0010/010,brics-odroid-009_cam1,0,right,good,0,4.1821
p36-tea-0010/010,brics-odroid-009_cam1,0,right,good,1,4.4383
p36-tea-0010/010,brics-odroid-009_cam1,0,right,good,2,4.6407
p36-tea-0010/010,brics-odroid-009_cam1,0,right,good,3,5.7369
p36-tea-0010/010,brics-odroid-009_cam1,0,right,good,4,7.3939
p36-tea-0010/010,brics-odroid-009_cam1,0,right,good,5,8.2529
p41-plant-0004/004,brics-odroid-015_cam1,56,right,good,-5,82.7927
p41-plant-0004/004,brics-odroid-015_cam1,56,right,good,-4,75.7862
p41-plant-0004/004,brics-odroid-015_cam1,56,right,good,-3,57.2115
p41-plant-0004/004,brics-odroid-015_cam1,56,right,good,-2,30.1092
p41-plant-0004/004,brics-odroid-015_cam1,56,right,good,-1,9.4883
p41-plant-0004/004,brics-odroid-015_cam1,56,right,good,0,4.9377
p41-plant-0004/004,brics-odroid-015_cam1,56,right,good,1,10.5147
p41-plant-0004/004,brics-odroid-015_cam1,56,right,good,2,23.337
p41-plant-0004/004,brics-odroid-015_cam1,56,right,good,3,31.5976
p41-plant-0004/004,brics-odroid-015_cam1,56,right,good,4,27.6581
p41-plant-0004/004,brics-odroid-015_cam1,56,right,good,5,21.6274
p41-boxing-0021/021,brics-odroid-030_cam1,252,right,good,-5,45.6454
p41-boxing-0021/021,brics-odroid-030_cam1,252,right,good,-4,35.3315
p41-boxing-0021/021,brics-odroid-030_cam1,252,right,good,-3,23.9021
p41-boxing-0021/021,brics-odroid-030_cam1,252,right,good,-2,13.7591
p41-boxing-0021/021,brics-odroid-030_cam1,252,right,good,-1,10.6008
p41-boxing-0021/021,brics-odroid-030_cam1,252,right,good,0,10.618
p41-boxing-0021/021,brics-odroid-030_cam1,252,right,good,1,12.6729
p41-boxing-0021/021,brics-odroid-030_cam1,252,right,good,2,18.0257
p41-boxing-0021/021,brics-odroid-030_cam1,252,right,good,3,21.4923
p41-boxing-0021/021,brics-odroid-030_cam1,252,right,good,4,30.0521
p41-boxing-0021/021,brics-odroid-030_cam1,252,right,good,5,38.4967
p36-tea-0010/010,brics-odroid-022_cam1,252,right,good,-5,42.4416
p36-tea-0010/010,brics-odroid-022_cam1,252,right,good,-4,35.869
p36-tea-0010/010,brics-odroid-022_cam1,252,right,good,-3,26.8734
p36-tea-0010/010,brics-odroid-022_cam1,252,right,good,-2,20.7176
p36-tea-0010/010,brics-odroid-022_cam1,252,right,good,-1,16.1055
p36-tea-0010/010,brics-odroid-022_cam1,252,right,good,0,7.6083
p36-tea-0010/010,brics-odroid-022_cam1,252,right,good,1,5.8111
p36-tea-0010/010,brics-odroid-022_cam1,252,right,good,2,12.0866
p36-tea-0010/010,brics-odroid-022_cam1,252,right,good,3,20.3181
p36-tea-0010/010,brics-odroid-022_cam1,252,right,good,4,28.0928
p36-tea-0010/010,brics-odroid-022_cam1,252,right,good,5,36.4873
p41-boxing-0021/021,brics-odroid-006_cam0,252,right,good,-5,39.2275
p41-boxing-0021/021,brics-odroid-006_cam0,252,right,good,-4,25.8458
p41-boxing-0021/021,brics-odroid-006_cam0,252,right,good,-3,13.1493
p41-boxing-0021/021,brics-odroid-006_cam0,252,right,good,-2,8.7965
p41-boxing-0021/021,brics-odroid-006_cam0,252,right,good,-1,6.5879
p41-boxing-0021/021,brics-odroid-006_cam0,252,right,good,0,9.2309
p41-boxing-0021/021,brics-odroid-006_cam0,252,right,good,1,11.7267
p41-boxing-0021/021,brics-odroid-006_cam0,252,right,good,2,20.0166
p41-boxing-0021/021,brics-odroid-006_cam0,252,right,good,3,24.0148
p41-boxing-0021/021,brics-odroid-006_cam0,252,right,good,4,30.4097
p41-boxing-0021/021,brics-odroid-006_cam0,252,right,good,5,36.9375
p41-plant-0004/004,brics-odroid-010_cam0,80,right,good,-5,11.6846
p41-plant-0004/004,brics-odroid-010_cam0,80,right,good,-4,10.1924
p41-plant-0004/004,brics-odroid-010_cam0,80,right,good,-3,23.146
p41-plant-0004/004,brics-odroid-010_cam0,80,right,good,-2,26.2429
p41-plant-0004/004,brics-odroid-010_cam0,80,right,good,-1,10.8865
p41-plant-0004/004,brics-odroid-010_cam0,80,right,good,0,8.7328
p41-plant-0004/004,brics-odroid-010_cam0,80,right,good,1,7.9124
p41-plant-0004/004,brics-odroid-010_cam0,80,right,good,2,21.9828
p41-plant-0004/004,brics-odroid-010_cam0,80,right,good,3,45.807
p41-plant-0004/004,brics-odroid-010_cam0,80,right,good,4,54.704
p41-plant-0004/004,brics-odroid-010_cam0,80,right,good,5,51.8706
p41-plant-0004/004,brics-odroid-017_cam1,24,right,good,-5,38.4055
p41-plant-0004/004,brics-odroid-017_cam1,24,right,good,-4,47.3441
p41-plant-0004/004,brics-odroid-017_cam1,24,right,good,-3,38.7775
p41-plant-0004/004,brics-odroid-017_cam1,24,right,good,-2,21.6326
p41-plant-0004/004,brics-odroid-017_cam1,24,right,good,-1,8.807
p41-plant-0004/004,brics-odroid-017_cam1,24,right,good,0,6.1013
p41-plant-0004/004,brics-odroid-017_cam1,24,right,good,1,10.2058
p41-plant-0004/004,brics-odroid-017_cam1,24,right,good,2,26.3136
p41-plant-0004/004,brics-odroid-017_cam1,24,right,good,3,42.1731
p41-plant-0004/004,brics-odroid-017_cam1,24,right,good,4,44.0351
p41-plant-0004/004,brics-odroid-017_cam1,24,right,good,5,31.1521
p36-tea-0010/010,brics-odroid-021_cam0,34,right,good,-5,91.3771
p36-tea-0010/010,brics-odroid-021_cam0,34,right,good,-4,71.049
p36-tea-0010/010,brics-odroid-021_cam0,34,right,good,-3,50.7774
p36-tea-0010/010,brics-odroid-021_cam0,34,right,good,-2,32.7274
p36-tea-0010/010,brics-odroid-021_cam0,34,right,good,-1,15.0635
p36-tea-0010/010,brics-odroid-021_cam0,34,right,good,0,3.9855
p36-tea-0010/010,brics-odroid-021_cam0,34,right,good,1,10.5502
p36-tea-0010/010,brics-odroid-021_cam0,34,right,good,2,17.4879
p36-tea-0010/010,brics-odroid-021_cam0,34,right,good,3,24.4434
p36-tea-0010/010,brics-odroid-021_cam0,34,right,good,4,28.5736
p36-tea-0010/010,brics-odroid-021_cam0,34,right,good,5,33.2293
p41-plant-0004/004,brics-odroid-020_cam0,112,left,good,-5,20.8291
p41-plant-0004/004,brics-odroid-020_cam0,112,left,good,-4,27.6835
p41-plant-0004/004,brics-odroid-020_cam0,112,left,good,-3,24.6259
p41-plant-0004/004,brics-odroid-020_cam0,112,left,good,-2,12.2803
p41-plant-0004/004,brics-odroid-020_cam0,112,left,good,-1,4.5503
p41-plant-0004/004,brics-odroid-020_cam0,112,left,good,0,4.1419
p41-plant-0004/004,brics-odroid-020_cam0,112,left,good,1,16.8148
p41-plant-0004/004,brics-odroid-020_cam0,112,left,good,2,28.4636
p41-plant-0004/004,brics-odroid-020_cam0,112,left,good,3,31.6276
p41-plant-0004/004,brics-odroid-020_cam0,112,left,good,4,25.8502
p41-plant-0004/004,brics-odroid-020_cam0,112,left,good,5,19.3476
p36-tea-0010/010,brics-odroid-024_cam0,322,left,good,-5,6.3095
p36-tea-0010/010,brics-odroid-024_cam0,322,left,good,-4,6.0895
p36-tea-0010/010,brics-odroid-024_cam0,322,left,good,-3,7.5953
p36-tea-0010/010,brics-odroid-024_cam0,322,left,good,-2,6.9943
p36-tea-0010/010,brics-odroid-024_cam0,322,left,good,-1,6.9624
p36-tea-0010/010,brics-odroid-024_cam0,322,left,good,0,6.7036
p36-tea-0010/010,brics-odroid-024_cam0,322,left,good,1,6.9666
p36-tea-0010/010,brics-odroid-024_cam0,322,left,good,2,6.8629
p36-tea-0010/010,brics-odroid-024_cam0,322,left,good,3,7.1262
p36-tea-0010/010,brics-odroid-024_cam0,322,left,good,4,6.8665
p36-tea-0010/010,brics-odroid-024_cam0,322,left,good,5,5.5283
p41-plant-0004/004,brics-odroid-016_cam0,16,left,good,-5,48.7183
p41-plant-0004/004,brics-odroid-016_cam0,16,left,good,-4,57.7686
p41-plant-0004/004,brics-odroid-016_cam0,16,left,good,-3,47.6346
p41-plant-0004/004,brics-odroid-016_cam0,16,left,good,-2,23.7737
p41-plant-0004/004,brics-odroid-016_cam0,16,left,good,-1,10.67
p41-plant-0004/004,brics-odroid-016_cam0,16,left,good,0,4.8933
p41-plant-0004/004,brics-odroid-016_cam0,16,left,good,1,10.2516
p41-plant-0004/004,brics-odroid-016_cam0,16,left,good,2,24.1988
p41-plant-0004/004,brics-odroid-016_cam0,16,left,good,3,45.1209
p41-plant-0004/004,brics-odroid-016_cam0,16,left,good,4,56.5876
p41-plant-0004/004,brics-odroid-016_cam0,16,left,good,5,54.6174
p44-dog-0004/004,brics-odroid-006_cam0,256,right,good,-5,6.7558
p44-dog-0004/004,brics-odroid-006_cam0,256,right,good,-4,5.9309
p44-dog-0004/004,brics-odroid-006_cam0,256,right,good,-3,7.164
p44-dog-0004/004,brics-odroid-006_cam0,256,right,good,-2,6.5621
p44-dog-0004/004,brics-odroid-006_cam0,256,right,good,-1,5.9006
p44-dog-0004/004,brics-odroid-006_cam0,256,right,good,0,6.7411
p44-dog-0004/004,brics-odroid-006_cam0,256,right,good,1,6.3627
p44-dog-0004/004,brics-odroid-006_cam0,256,right,good,2,7.1642
p44-dog-0004/004,brics-odroid-006_cam0,256,right,good,3,7.1242
p44-dog-0004/004,brics-odroid-006_cam0,256,right,good,4,6.5431
p44-dog-0004/004,brics-odroid-006_cam0,256,right,good,5,6.7757
p52-instrument-0034/034,brics-odroid-001_cam1,6,right,good,-5,8.4648
p52-instrument-0034/034,brics-odroid-001_cam1,6,right,good,-4,7.8701
p52-instrument-0034/034,brics-odroid-001_cam1,6,right,good,-3,8.1676
p52-instrument-0034/034,brics-odroid-001_cam1,6,right,good,-2,8.5052
p52-instrument-0034/034,brics-odroid-001_cam1,6,right,good,-1,8.3585
p52-instrument-0034/034,brics-odroid-001_cam1,6,right,good,0,8.4886
p52-instrument-0034/034,brics-odroid-001_cam1,6,right,good,1,8.1407
p52-instrument-0034/034,brics-odroid-001_cam1,6,right,good,2,9.2102
p52-instrument-0034/034,brics-odroid-001_cam1,6,right,good,3,8.582
p52-instrument-0034/034,brics-odroid-001_cam1,6,right,good,4,9.4881
p52-instrument-0034/034,brics-odroid-001_cam1,6,right,good,5,12.598
p36-tea-0010/010,brics-odroid-023_cam0,305,left,good,-5,9.7422
p36-tea-0010/010,brics-odroid-023_cam0,305,left,good,-4,9.4451
p36-tea-0010/010,brics-odroid-023_cam0,305,left,good,-3,8.1509
p36-tea-0010/010,brics-odroid-023_cam0,305,left,good,-2,8.7984
p36-tea-0010/010,brics-odroid-023_cam0,305,left,good,-1,8.724
p36-tea-0010/010,brics-odroid-023_cam0,305,left,good,0,9.1871
p36-tea-0010/010,brics-odroid-023_cam0,305,left,good,1,9.0026
p36-tea-0010/010,brics-odroid-023_cam0,305,left,good,2,7.6541
p36-tea-0010/010,brics-odroid-023_cam0,305,left,good,3,7.9135
p36-tea-0010/010,brics-odroid-023_cam0,305,left,good,4,7.4361
p36-tea-0010/010,brics-odroid-023_cam0,305,left,good,5,7.9931
p44-dog-0004/004,brics-odroid-020_cam0,240,left,good,-5,22.0905
p44-dog-0004/004,brics-odroid-020_cam0,240,left,good,-4,13.7603
p44-dog-0004/004,brics-odroid-020_cam0,240,left,good,-3,12.6712
p44-dog-0004/004,brics-odroid-020_cam0,240,left,good,-2,14.311
p44-dog-0004/004,brics-odroid-020_cam0,240,left,good,-1,9.7909
p44-dog-0004/004,brics-odroid-020_cam0,240,left,good,0,8.0281
p44-dog-0004/004,brics-odroid-020_cam0,240,left,good,1,11.0023
p44-dog-0004/004,brics-odroid-020_cam0,240,left,good,2,18.7426
p44-dog-0004/004,brics-odroid-020_cam0,240,left,good,3,24.0891
p44-dog-0004/004,brics-odroid-020_cam0,240,left,good,4,26.7033
p44-dog-0004/004,brics-odroid-020_cam0,240,left,good,5,23.0096
p52-instrument-0034/034,brics-odroid-024_cam0,12,right,good,-5,34.0489
p52-instrument-0034/034,brics-odroid-024_cam0,12,right,good,-4,31.6632
p52-instrument-0034/034,brics-odroid-024_cam0,12,right,good,-3,28.7253
p52-instrument-0034/034,brics-odroid-024_cam0,12,right,good,-2,23.7256
p52-instrument-0034/034,brics-odroid-024_cam0,12,right,good,-1,16.7548
p52-instrument-0034/034,brics-odroid-024_cam0,12,right,good,0,7.8182
p52-instrument-0034/034,brics-odroid-024_cam0,12,right,good,1,7.6361
p52-instrument-0034/034,brics-odroid-024_cam0,12,right,good,2,11.8606
p52-instrument-0034/034,brics-odroid-024_cam0,12,right,good,3,17.0993
p52-instrument-0034/034,brics-odroid-024_cam0,12,right,good,4,17.9635
p52-instrument-0034/034,brics-odroid-024_cam0,12,right,good,5,18.5146
p41-boxing-0021/021,brics-odroid-030_cam1,90,right,good,-5,11.2982
p41-boxing-0021/021,brics-odroid-030_cam1,90,right,good,-4,10.9851
p41-boxing-0021/021,brics-odroid-030_cam1,90,right,good,-3,9.7045
p41-boxing-0021/021,brics-odroid-030_cam1,90,right,good,-2,8.0136
p41-boxing-0021/021,brics-odroid-030_cam1,90,right,good,-1,7.4064
p41-boxing-0021/021,brics-odroid-030_cam1,90,right,good,0,8.4026
p41-boxing-0021/021,brics-odroid-030_cam1,90,right,good,1,8.3271
p41-boxing-0021/021,brics-odroid-030_cam1,90,right,good,2,7.8272
p41-boxing-0021/021,brics-odroid-030_cam1,90,right,good,3,8.8543
p41-boxing-0021/021,brics-odroid-030_cam1,90,right,good,4,7.93
p41-boxing-0021/021,brics-odroid-030_cam1,90,right,good,5,8.4508
p41-plant-0004/004,brics-odroid-012_cam0,32,right,good,-5,34.9268
p41-plant-0004/004,brics-odroid-012_cam0,32,right,good,-4,36.0248
p41-plant-0004/004,brics-odroid-012_cam0,32,right,good,-3,26.006
p41-plant-0004/004,brics-odroid-012_cam0,32,right,good,-2,15.2083
p41-plant-0004/004,brics-odroid-012_cam0,32,right,good,-1,6.1019
p41-plant-0004/004,brics-odroid-012_cam0,32,right,good,0,4.5251
p41-plant-0004/004,brics-odroid-012_cam0,32,right,good,1,7.2953
p41-plant-0004/004,brics-odroid-012_cam0,32,right,good,2,20.1886
p41-plant-0004/004,brics-odroid-012_cam0,32,right,good,3,26.7297
p41-plant-0004/004,brics-odroid-012_cam0,32,right,good,4,27.2789
p41-plant-0004/004,brics-odroid-012_cam0,32,right,good,5,17.6132
p52-instrument-0034/034,brics-odroid-016_cam0,36,left,good,-5,5.4925
p52-instrument-0034/034,brics-odroid-016_cam0,36,left,good,-4,5.4617
p52-instrument-0034/034,brics-odroid-016_cam0,36,left,good,-3,4.9403
p52-instrument-0034/034,brics-odroid-016_cam0,36,left,good,-2,4.334
p52-instrument-0034/034,brics-odroid-016_cam0,36,left,good,-1,4.6817
p52-instrument-0034/034,brics-odroid-016_cam0,36,left,good,0,4.6208
p52-instrument-0034/034,brics-odroid-016_cam0,36,left,good,1,4.0564
p52-instrument-0034/034,brics-odroid-016_cam0,36,left,good,2,4.1435
p52-instrument-0034/034,brics-odroid-016_cam0,36,left,good,3,4.5336
p52-instrument-0034/034,brics-odroid-016_cam0,36,left,good,4,6.6177
p52-instrument-0034/034,brics-odroid-016_cam0,36,left,good,5,6.0215
p52-instrument-0034/034,brics-odroid-007_cam1,90,left,good,-5,2.7253
p52-instrument-0034/034,brics-odroid-007_cam1,90,left,good,-4,2.0831
p52-instrument-0034/034,brics-odroid-007_cam1,90,left,good,-3,2.6183
p52-instrument-0034/034,brics-odroid-007_cam1,90,left,good,-2,2.6255
p52-instrument-0034/034,brics-odroid-007_cam1,90,left,good,-1,2.281
p52-instrument-0034/034,brics-odroid-007_cam1,90,left,good,0,2.1665
p52-instrument-0034/034,brics-odroid-007_cam1,90,left,good,1,2.3683
p52-instrument-0034/034,brics-odroid-007_cam1,90,left,good,2,2.3898
p52-instrument-0034/034,brics-odroid-007_cam1,90,left,good,3,2.6252
p52-instrument-0034/034,brics-odroid-007_cam1,90,left,good,4,2.8359
p52-instrument-0034/034,brics-odroid-007_cam1,90,left,good,5,2.8701
p44-dog-0004/004,brics-odroid-025_cam0,256,left,good,-5,46.3482
p44-dog-0004/004,brics-odroid-025_cam0,256,left,good,-4,38.5838
p44-dog-0004/004,brics-odroid-025_cam0,256,left,good,-3,32.3954
p44-dog-0004/004,brics-odroid-025_cam0,256,left,good,-2,23.173
p44-dog-0004/004,brics-odroid-025_cam0,256,left,good,-1,12.4196
p44-dog-0004/004,brics-odroid-025_cam0,256,left,good,0,9.4194
p44-dog-0004/004,brics-odroid-025_cam0,256,left,good,1,9.4084
p44-dog-0004/004,brics-odroid-025_cam0,256,left,good,2,12.4012
p44-dog-0004/004,brics-odroid-025_cam0,256,left,good,3,18.7701
p44-dog-0004/004,brics-odroid-025_cam0,256,left,good,4,28.4057
p44-dog-0004/004,brics-odroid-025_cam0,256,left,good,5,34.9911
p36-tea-0010/010,brics-odroid-020_cam0,286,right,good,-5,8.7118
p36-tea-0010/010,brics-odroid-020_cam0,286,right,good,-4,8.5786
p36-tea-0010/010,brics-odroid-020_cam0,286,right,good,-3,9.7618
p36-tea-0010/010,brics-odroid-020_cam0,286,right,good,-2,9.0127
p36-tea-0010/010,brics-odroid-020_cam0,286,right,good,-1,9.0212
p36-tea-0010/010,brics-odroid-020_cam0,286,right,good,0,9.1328
p36-tea-0010/010,brics-odroid-020_cam0,286,right,good,1,9.7385
p36-tea-0010/010,brics-odroid-020_cam0,286,right,good,2,9.2308
p36-tea-0010/010,brics-odroid-020_cam0,286,right,good,3,10.4294
p36-tea-0010/010,brics-odroid-020_cam0,286,right,good,4,9.5214
p36-tea-0010/010,brics-odroid-020_cam0,286,right,good,5,11.2189
p36-tea-0010/010,brics-odroid-017_cam1,271,left,good,-5,39.2182
p36-tea-0010/010,brics-odroid-017_cam1,271,left,good,-4,31.7689
p36-tea-0010/010,brics-odroid-017_cam1,271,left,good,-3,24.612
p36-tea-0010/010,brics-odroid-017_cam1,271,left,good,-2,18.0773
p36-tea-0010/010,brics-odroid-017_cam1,271,left,good,-1,12.7645
p36-tea-0010/010,brics-odroid-017_cam1,271,left,good,0,9.5448
p36-tea-0010/010,brics-odroid-017_cam1,271,left,good,1,7.2609
p36-tea-0010/010,brics-odroid-017_cam1,271,left,good,2,5.6787
p36-tea-0010/010,brics-odroid-017_cam1,271,left,good,3,6.0603
p36-tea-0010/010,brics-odroid-017_cam1,271,left,good,4,8.7642
p36-tea-0010/010,brics-odroid-017_cam1,271,left,good,5,11.0797
p44-dog-0004/004,brics-odroid-007_cam1,176,right,good,-5,11.8981
p44-dog-0004/004,brics-odroid-007_cam1,176,right,good,-4,9.0644
p44-dog-0004/004,brics-odroid-007_cam1,176,right,good,-3,7.4936
p44-dog-0004/004,brics-odroid-007_cam1,176,right,good,-2,5.5772
p44-dog-0004/004,brics-odroid-007_cam1,176,right,good,-1,4.7732
p44-dog-0004/004,brics-odroid-007_cam1,176,right,good,0,7.3877
p44-dog-0004/004,brics-odroid-007_cam1,176,right,good,1,7.8026
p44-dog-0004/004,brics-odroid-007_cam1,176,right,good,2,9.3312
p44-dog-0004/004,brics-odroid-007_cam1,176,right,good,3,11.6052
p44-dog-0004/004,brics-odroid-007_cam1,176,right,good,4,11.8024
p44-dog-0004/004,brics-odroid-007_cam1,176,right,good,5,13.696
p41-plant-0004/004,brics-odroid-006_cam0,80,right,good,-5,8.5169
p41-plant-0004/004,brics-odroid-006_cam0,80,right,good,-4,13.3697
p41-plant-0004/004,brics-odroid-006_cam0,80,right,good,-3,24.7235
p41-plant-0004/004,brics-odroid-006_cam0,80,right,good,-2,26.5916
p41-plant-0004/004,brics-odroid-006_cam0,80,right,good,-1,14.6904
p41-plant-0004/004,brics-odroid-006_cam0,80,right,good,0,7.4286
p41-plant-0004/004,brics-odroid-006_cam0,80,right,good,1,11.0406
p41-plant-0004/004,brics-odroid-006_cam0,80,right,good,2,9.6594
p41-plant-0004/004,brics-odroid-006_cam0,80,right,good,3,22.785
p41-plant-0004/004,brics-odroid-006_cam0,80,right,good,4,32.6903
p41-plant-0004/004,brics-odroid-006_cam0,80,right,good,5,29.9694
p36-tea-0010/010,brics-odroid-025_cam1,85,left,good,-5,58.0049
