sequence,camera,frame,hand,view_class,lag,median_err_px
p41-boxing-0021/021,brics-odroid-029_cam1,72,right,good,0,6.6349
p41-boxing-0021/021,brics-odroid-029_cam1,72,right,good,1,6.1555
p41-boxing-0021/021,brics-odroid-029_cam1,72,right,good,2,5.6495
p41-boxing-0021/021,brics-odroid-029_cam1,72,right,good,3,6.0101
p41-boxing-0021/021,brics-odroid-029_cam1,72,right,good,4,5.9063
p41-boxing-0021/021,brics-odroid-029_cam1,72,right,good,5,6.7372
p52-instrument-0034/034,brics-odroid-016_cam0,84,right,good,-5,17.8764
p52-instrument-0034/034,brics-odroid-016_cam0,84,right,good,-4,15.1215
p52-instrument-0034/034,brics-odroid-016_cam0,84,right,good,-3,11.6754
p52-instrument-0034/034,brics-odroid-016_cam0,84,right,good,-2,7.3082
p52-instrument-0034/034,brics-odroid-016_cam0,84,right,good,-1,2.9931
p52-instrument-0034/034,brics-odroid-016_cam0,84,right,good,0,4.362
p52-instrument-0034/034,brics-odroid-016_cam0,84,right,good,1,8.0478
p52-instrument-0034/034,brics-odroid-016_cam0,84,right,good,2,11.2225
p52-instrument-0034/034,brics-odroid-016_cam0,84,right,good,3,13.0372
p52-instrument-0034/034,brics-odroid-016_cam0,84,right,good,4,15.3135
p52-instrument-0034/034,brics-odroid-016_cam0,84,right,good,5,16.3507
p44-dog-0004/004,brics-odroid-006_cam0,160,right,good,-5,8.614
p44-dog-0004/004,brics-odroid-006_cam0,160,right,good,-4,8.2952
p44-dog-0004/004,brics-odroid-006_cam0,160,right,good,-3,8.1254
p44-dog-0004/004,brics-odroid-006_cam0,160,right,good,-2,8.2998
p44-dog-0004/004,brics-odroid-006_cam0,160,right,good,-1,6.4639
p44-dog-0004/004,brics-odroid-006_cam0,160,right,good,0,5.2359
p44-dog-0004/004,brics-odroid-006_cam0,160,right,good,1,4.7109
p44-dog-0004/004,brics-odroid-006_cam0,160,right,good,2,5.2954
p44-dog-0004/004,brics-odroid-006_cam0,160,right,good,3,6.9055
p44-dog-0004/004,brics-odroid-006_cam0,160,right,good,4,7.4588
p44-dog-0004/004,brics-odroid-006_cam0,160,right,good,5,8.0131
p52-instrument-0034/034,brics-odroid-014_cam1,54,left,good,-5,5.6847
p52-instrument-0034/034,brics-odroid-014_cam1,54,left,good,-4,4.9086
p52-instrument-0034/034,brics-odroid-014_cam1,54,left,good,-3,4.8766
p52-instrument-0034/034,brics-odroid-014_cam1,54,left,good,-2,4.978
p52-instrument-0034/034,brics-odroid-014_cam1,54,left,good,-1,5.3119
p52-instrument-0034/034,brics-odroid-014_cam1,54,left,good,0,5.3614
p52-instrument-0034/034,brics-odroid-014_cam1,54,left,good,1,5.1787
p52-instrument-0034/034,brics-odroid-014_cam1,54,left,good,2,5.3409
p52-instrument-0034/034,brics-odroid-014_cam1,54,left,good,3,5.6727
p52-instrument-0034/034,brics-odroid-014_cam1,54,left,good,4,5.797
p52-instrument-0034/034,brics-odroid-014_cam1,54,left,good,5,6.1115
p36-tea-0010/010,brics-odroid-007_cam1,252,right,good,-5,53.0471
p36-tea-0010/010,brics-odroid-007_cam1,252,right,good,-4,42.1781
p36-tea-0010/010,brics-odroid-007_cam1,252,right,good,-3,32.7693
p36-tea-0010/010,brics-odroid-007_cam1,252,right,good,-2,22.5549
p36-tea-0010/010,brics-odroid-007_cam1,252,right,good,-1,14.2867
p36-tea-0010/010,brics-odroid-007_cam1,252,right,good,0,6.699
p36-tea-0010/010,brics-odroid-007_cam1,252,right,good,1,10.472
p36-tea-0010/010,brics-odroid-007_cam1,252,right,good,2,20.7889
p36-tea-0010/010,brics-odroid-007_cam1,252,right,good,3,33.3239
p36-tea-0010/010,brics-odroid-007_cam1,252,right,good,4,44.2237
p36-tea-0010/010,brics-odroid-007_cam1,252,right,good,5,57.0063
p36-tea-0010/010,brics-odroid-015_cam0,303,right,good,-5,7.3685
p36-tea-0010/010,brics-odroid-015_cam0,303,right,good,-4,6.484
p36-tea-0010/010,brics-odroid-015_cam0,303,right,good,-3,5.7564
p36-tea-0010/010,brics-odroid-015_cam0,303,right,good,-2,5.686
p36-tea-0010/010,brics-odroid-015_cam0,303,right,good,-1,5.8494
p36-tea-0010/010,brics-odroid-015_cam0,303,right,good,0,5.0903
p36-tea-0010/010,brics-odroid-015_cam0,303,right,good,1,5.1828
p36-tea-0010/010,brics-odroid-015_cam0,303,right,good,2,5.8385
p36-tea-0010/010,brics-odroid-015_cam0,303,right,good,3,5.8725
p36-tea-0010/010,brics-odroid-015_cam0,303,right,good,4,6.5989
p36-tea-0010/010,brics-odroid-015_cam0,303,right,good,5,6.4801
p41-boxing-0021/021,brics-odroid-029_cam1,342,right,good,-5,8.3861
p41-boxing-0021/021,brics-odroid-029_cam1,342,right,good,-4,7.5106
p41-boxing-0021/021,brics-odroid-029_cam1,342,right,good,-3,7.5657
p41-boxing-0021/021,brics-odroid-029_cam1,342,right,good,-2,8.3962
p41-boxing-0021/021,brics-odroid-029_cam1,342,right,good,-1,8.1929
p41-boxing-0021/021,brics-odroid-029_cam1,342,right,good,0,9.0684
p41-boxing-0021/021,brics-odroid-029_cam1,342,right,good,1,9.1106
p41-boxing-0021/021,brics-odroid-029_cam1,342,right,good,2,9.3645
p41-boxing-0021/021,brics-odroid-029_cam1,342,right,good,3,9.8938
p41-boxing-0021/021,brics-odroid-029_cam1,342,right,good,4,10.3758
p41-boxing-0021/021,brics-odroid-029_cam1,342,right,good,5,10.3635
p44-dog-0004/004,brics-odroid-016_cam0,16,left,good,-5,10.1506
p44-dog-0004/004,brics-odroid-016_cam0,16,left,good,-4,10.5471
p44-dog-0004/004,brics-odroid-016_cam0,16,left,good,-3,8.7714
p44-dog-0004/004,brics-odroid-016_cam0,16,left,good,-2,6.8428
p44-dog-0004/004,brics-odroid-016_cam0,16,left,good,-1,5.3194
p44-dog-0004/004,brics-odroid-016_cam0,16,left,good,0,4.8891
p44-dog-0004/004,brics-odroid-016_cam0,16,left,good,1,6.9546
p44-dog-0004/004,brics-odroid-016_cam0,16,left,good,2,10.8585
p44-dog-0004/004,brics-odroid-016_cam0,16,left,good,3,12.1452
p44-dog-0004/004,brics-odroid-016_cam0,16,left,good,4,12.9476
p44-dog-0004/004,brics-odroid-016_cam0,16,left,good,5,12.238
p36-tea-0010/010,brics-odroid-012_cam1,286,right,good,-5,4.4208
p36-tea-0010/010,brics-odroid-012_cam1,286,right,good,-4,4.195
p36-tea-0010/010,brics-odroid-012_cam1,286,right,good,-3,3.7889
p36-tea-0010/010,brics-odroid-012_cam1,286,right,good,-2,3.9785
p36-tea-0010/010,brics-odroid-012_cam1,286,right,good,-1,3.7331
p36-tea-0010/010,brics-odroid-012_cam1,286,right,good,0,3.5759
p36-tea-0010/010,brics-odroid-012_cam1,286,right,good,1,3.2618
p36-tea-0010/010,brics-odroid-012_cam1,286,right,good,2,3.3239
p36-tea-0010/010,brics-odroid-012_cam1,286,right,good,3,4.1485
p36-tea-0010/010,brics-odroid-012_cam1,286,right,good,4,5.1653
p36-tea-0010/010,brics-odroid-012_cam1,286,right,good,5,4.968
p44-dog-0004/004,brics-odroid-006_cam0,0,right,good,0,6.39
p44-dog-0004/004,brics-odroid-006_cam0,0,right,good,1,6.5744
p44-dog-0004/004,brics-odroid-006_cam0,0,right,good,2,6.0815
p44-dog-0004/004,brics-odroid-006_cam0,0,right,good,3,6.1811
p44-dog-0004/004,brics-odroid-006_cam0,0,right,good,4,6.5701
p44-dog-0004/004,brics-odroid-006_cam0,0,right,good,5,5.5718
p52-instrument-0034/034,brics-odroid-015_cam0,12,left,good,-5,3.5286
p52-instrument-0034/034,brics-odroid-015_cam0,12,left,good,-4,3.2307
p52-instrument-0034/034,brics-odroid-015_cam0,12,left,good,-3,3.5735
p52-instrument-0034/034,brics-odroid-015_cam0,12,left,good,-2,3.0155
p52-instrument-0034/034,brics-odroid-015_cam0,12,left,good,-1,3.3018
p52-instrument-0034/034,brics-odroid-015_cam0,12,left,good,0,3.4319
p52-instrument-0034/034,brics-odroid-015_cam0,12,left,good,1,3.5964
p52-instrument-0034/034,brics-odroid-015_cam0,12,left,good,2,3.2296
p52-instrument-0034/034,brics-odroid-015_cam0,12,left,good,3,3.8496
p52-instrument-0034/034,brics-odroid-015_cam0,12,left,good,4,4.0904
p52-instrument-0034/034,brics-odroid-015_cam0,12,left,good,5,3.6875
p52-instrument-0034/034,brics-odroid-012_cam1,0,left,good,0,4.562
p52-instrument-0034/034,brics-odroid-012_cam1,0,left,good,1,4.3503
p52-instrument-0034/034,brics-odroid-012_cam1,0,left,good,2,4.1877
p52-instrument-0034/034,brics-odroid-012_cam1,0,left,good,3,3.4419
p52-instrument-0034/034,brics-odroid-012_cam1,0,left,good,4,3.9116
p52-instrument-0034/034,brics-odroid-012_cam1,0,left,good,5,3.6481
p36-tea-0010/010,brics-odroid-015_cam1,153,right,good,-5,4.4049
p36-tea-0010/010,brics-odroid-015_cam1,153,right,good,-4,4.0894
p36-tea-0010/010,brics-odroid-015_cam1,153,right,good,-3,4.1479
p36-tea-0010/010,brics-odroid-015_cam1,153,right,good,-2,4.5485
p36-tea-0010/010,brics-odroid-015_cam1,153,right,good,-1,4.488
p36-tea-0010/010,brics-odroid-015_cam1,153,right,good,0,4.1855
p36-tea-0010/010,brics-odroid-015_cam1,153,right,good,1,4.4901
p36-tea-0010/010,brics-odroid-015_cam1,153,right,good,2,5.566
p36-tea-0010/010,brics-odroid-015_cam1,153,right,good,3,5.4668
p36-tea-0010/010,brics-odroid-015_cam1,153,right,good,4,6.5174
p36-tea-0010/010,brics-odroid-015_cam1,153,right,good,5,6.372
p52-instrument-0034/034,brics-odroid-021_cam0,72,right,good,-5,36.0955
p52-instrument-0034/034,brics-odroid-021_cam0,72,right,good,-4,30.4492
p52-instrument-0034/034,brics-odroid-021_cam0,72,right,good,-3,23.8567
p52-instrument-0034/034,brics-odroid-021_cam0,72,right,good,-2,15.9637
p52-instrument-0034/034,brics-odroid-021_cam0,72,right,good,-1,10.347
p52-instrument-0034/034,brics-odroid-021_cam0,72,right,good,0,5.0688
p52-instrument-0034/034,brics-odroid-021_cam0,72,right,good,1,5.2003
p52-instrument-0034/034,brics-odroid-021_cam0,72,right,good,2,9.3872
p52-instrument-0034/034,brics-odroid-021_cam0,72,right,good,3,14.7158
p52-instrument-0034/034,brics-odroid-021_cam0,72,right,good,4,16.0293
p52-instrument-0034/034,brics-odroid-021_cam0,72,right,good,5,15.3362
p52-instrument-0034/034,brics-odroid-025_cam0,102,left,good,-5,7.0078
p52-instrument-0034/034,brics-odroid-025_cam0,102,left,good,-4,7.8987
p52-instrument-0034/034,brics-odroid-025_cam0,102,left,good,-3,7.9031
p52-instrument-0034/034,brics-odroid-025_cam0,102,left,good,-2,7.1692
p52-instrument-0034/034,brics-odroid-025_cam0,102,left,good,-1,6.406
p52-instrument-0034/034,brics-odroid-025_cam0,102,left,good,0,7.623
p52-instrument-0034/034,brics-odroid-025_cam0,102,left,good,1,6.9121
p52-instrument-0034/034,brics-odroid-025_cam0,102,left,good,2,6.6459
p52-instrument-0034/034,brics-odroid-025_cam0,102,left,good,3,6.8163
p52-instrument-0034/034,brics-odroid-025_cam0,102,left,good,4,7.4275
p52-instrument-0034/034,brics-odroid-025_cam0,102,left,good,5,6.4597
p52-instrument-0034/034,brics-odroid-002_cam0,102,right,good,-5,14.7261
p52-instrument-0034/034,brics-odroid-002_cam0,102,right,good,-4,10.704
p52-instrument-0034/034,brics-odroid-002_cam0,102,right,good,-3,9.065
p52-instrument-0034/034,brics-odroid-002_cam0,102,right,good,-2,7.1445
p52-instrument-0034/034,brics-odroid-002_cam0,102,right,good,-1,5.8939
p52-instrument-0034/034,brics-odroid-002_cam0,102,right,good,0,6.0985
p52-instrument-0034/034,brics-odroid-002_cam0,102,right,good,1,6.55
p52-instrument-0034/034,brics-odroid-002_cam0,102,right,good,2,8.4995
p52-instrument-0034/034,brics-odroid-002_cam0,102,right,good,3,8.2892
p52-instrument-0034/034,brics-odroid-002_cam0,102,right,good,4,9.4693
p52-instrument-0034/034,brics-odroid-002_cam0,102,right,good,5,10.3485
p44-dog-0004/004,brics-odroid-012_cam0,144,right,good,-5,12.9513
p44-dog-0004/004,brics-odroid-012_cam0,144,right,good,-4,9.5628
p44-dog-0004/004,brics-odroid-012_cam0,144,right,good,-3,8.4224
p44-dog-0004/004,brics-odroid-012_cam0,144,right,good,-2,7.6466
p44-dog-0004/004,brics-odroid-012_cam0,144,right,good,-1,7.2115
p44-dog-0004/004,brics-odroid-012_cam0,144,right,good,0,5.9732
p44-dog-0004/004,brics-odroid-012_cam0,144,right,good,1,6.2118
p44-dog-0004/004,brics-odroid-012_cam0,144,right,good,2,7.9316
p44-dog-0004/004,brics-odroid-012_cam0,144,right,good,3,8.5845
p44-dog-0004/004,brics-odroid-012_cam0,144,right,good,4,9.6759
p44-dog-0004/004,brics-odroid-012_cam0,144,right,good,5,10.4575
p41-boxing-0021/021,brics-odroid-029_cam1,270,left,good,-5,120.9104
p41-boxing-0021/021,brics-odroid-029_cam1,270,left,good,-4,122.3752
p41-boxing-0021/021,brics-odroid-029_cam1,270,left,good,-3,111.1876
p41-boxing-0021/021,brics-odroid-029_cam1,270,left,good,-2,88.2469
p41-boxing-0021/021,brics-odroid-029_cam1,270,left,good,-1,54.6176
p41-boxing-0021/021,brics-odroid-029_cam1,270,left,good,0,9.0016
p41-boxing-0021/021,brics-odroid-029_cam1,270,left,good,1,53.3209
p41-boxing-0021/021,brics-odroid-029_cam1,270,left,good,2,108.7618
p41-boxing-0021/021,brics-odroid-029_cam1,270,left,good,3,162.926
p41-boxing-0021/021,brics-odroid-029_cam1,270,left,good,4,224.823
p41-boxing-0021/021,brics-odroid-029_cam1,270,left,good,5,282.1705
p41-boxing-0021/021,brics-odroid-007_cam0,54,right,good,-5,4.519
p41-boxing-0021/021,brics-odroid-007_cam0,54,right,good,-4,3.158
p41-boxing-0021/021,brics-odroid-007_cam0,54,right,good,-3,5.7365
p41-boxing-0021/021,brics-odroid-007_cam0,54,right,good,-2,5.4085
p41-boxing-0021/021,brics-odroid-007_cam0,54,right,good,-1,4.6187
p41-boxing-0021/021,brics-odroid-007_cam0,54,right,good,0,2.9383
p41-boxing-0021/021,brics-odroid-007_cam0,54,right,good,1,4.1071
p41-boxing-0021/021,brics-odroid-007_cam0,54,right,good,2,3.6995
p41-boxing-0021/021,brics-odroid-007_cam0,54,right,good,3,3.0978
p41-boxing-0021/021,brics-odroid-007_cam0,54,right,good,4,3.1238
p41-boxing-0021/021,brics-odroid-007_cam0,54,right,good,5,2.8015
p41-plant-0004/004,brics-odroid-011_cam0,96,left,good,-5,12.5046
p41-plant-0004/004,brics-odroid-011_cam0,96,left,good,-4,12.7171
p41-plant-0004/004,brics-odroid-011_cam0,96,left,good,-3,8.7107
p41-plant-0004/004,brics-odroid-011_cam0,96,left,good,-2,8.1046
p41-plant-0004/004,brics-odroid-011_cam0,96,left,good,-1,6.3614
p41-plant-0004/004,brics-odroid-011_cam0,96,left,good,0,4.9655
p41-plant-0004/004,brics-odroid-011_cam0,96,left,good,1,3.1258
p41-plant-0004/004,brics-odroid-011_cam0,96,left,good,2,3.6019
p41-plant-0004/004,brics-odroid-011_cam0,96,left,good,3,6.6396
p41-plant-0004/004,brics-odroid-011_cam0,96,left,good,4,6.7276
p41-plant-0004/004,brics-odroid-011_cam0,96,left,good,5,6.1588
p41-plant-0004/004,brics-odroid-007_cam1,144,left,good,-5,8.0637
p41-plant-0004/004,brics-odroid-007_cam1,144,left,good,-4,7.581
p41-plant-0004/004,brics-odroid-007_cam1,144,left,good,-3,7.331
p41-plant-0004/004,brics-odroid-007_cam1,144,left,good,-2,7.3775
p41-plant-0004/004,brics-odroid-007_cam1,144,left,good,-1,6.3597
p41-plant-0004/004,brics-odroid-007_cam1,144,left,good,0,7.4478
p41-plant-0004/004,brics-odroid-007_cam1,144,left,good,1,6.8141
p41-plant-0004/004,brics-odroid-007_cam1,144,left,good,2,7.4864
p41-plant-0004/004,brics-odroid-007_cam1,144,left,good,3,8.4169
p41-plant-0004/004,brics-odroid-007_cam1,144,left,good,4,8.1682
p41-plant-0004/004,brics-odroid-007_cam1,144,left,good,5,8.111
p52-instrument-0034/034,brics-odroid-007_cam1,114,left,good,-5,2.8119
p52-instrument-0034/034,brics-odroid-007_cam1,114,left,good,-4,2.7726
p52-instrument-0034/034,brics-odroid-007_cam1,114,left,good,-3,2.9805
p52-instrument-0034/034,brics-odroid-007_cam1,114,left,good,-2,2.6918
p52-instrument-0034/034,brics-odroid-007_cam1,114,left,good,-1,2.6863
p52-instrument-0034/034,brics-odroid-007_cam1,114,left,good,0,2.6733
p52-instrument-0034/034,brics-odroid-007_cam1,114,left,good,1,2.979
p52-instrument-0034/034,brics-odroid-007_cam1,114,left,good,2,2.9481
p52-instrument-0034/034,brics-odroid-007_cam1,114,left,good,3,3.3916
p52-instrument-0034/034,brics-odroid-007_cam1,114,left,good,4,3.5064
p52-instrument-0034/034,brics-odroid-007_cam1,114,left,good,5,2.8618
p36-tea-0010/010,brics-odroid-019_cam1,303,right,good,-5,12.5183
p36-tea-0010/010,brics-odroid-019_cam1,303,right,good,-4,10.6699
p36-tea-0010/010,brics-odroid-019_cam1,303,right,good,-3,9.1078
p36-tea-0010/010,brics-odroid-019_cam1,303,right,good,-2,8.0388
p36-tea-0010/010,brics-odroid-019_cam1,303,right,good,-1,9.613
p36-tea-0010/010,brics-odroid-019_cam1,303,right,good,0,8.6552
p36-tea-0010/010,brics-odroid-019_cam1,303,right,good,1,8.4678
p36-tea-0010/010,brics-odroid-019_cam1,303,right,good,2,8.8159
p36-tea-0010/010,brics-odroid-019_cam1,303,right,good,3,8.876
p36-tea-0010/010,brics-odroid-019_cam1,303,right,good,4,8.7551
p36-tea-0010/010,brics-odroid-019_cam1,303,right,good,5,9.2645
p41-boxing-0021/021,brics-odroid-030_cam0,270,left,good,-5,118.2319
p41-boxing-0021/021,brics-odroid-030_cam0,270,left,good,-4,119.8757
p41-boxing-0021/021,brics-odroid-030_cam0,270,left,good,-3,110.1824
p41-boxing-0021/021,brics-odroid-030_cam0,270,left,good,-2,91.1514
p41-boxing-0021/021,brics-odroid-030_cam0,270,left,good,-1,53.2083
p41-boxing-0021/021,brics-odroid-030_cam0,270,left,good,0,5.0328
p41-boxing-0021/021,brics-odroid-030_cam0,270,left,good,1,60.8967
p41-boxing-0021/021,brics-odroid-030_cam0,270,left,good,2,135.2514
p41-boxing-0021/021,brics-odroid-030_cam0,270,left,good,3,211.0011
p41-boxing-0021/021,brics-odroid-030_cam0,270,left,good,4,295.0692
p41-boxing-0021/021,brics-odroid-030_cam0,270,left,good,5,368.5991
p52-instrument-0034/034,brics-odroid-009_cam1,0,left,good,0,4.24
p52-instrument-0034/034,brics-odroid-009_cam1,0,left,good,1,4.4656
p52-instrument-0034/034,brics-odroid-009_cam1,0,left,good,2,4.5846
p52-instrument-0034/034,brics-odroid-009_cam1,0,left,good,3,4.3102
p52-instrument-0034/034,brics-odroid-009_cam1,0,left,good,4,4.4564
p52-instrument-0034/034,brics-odroid-009_cam1,0,left,good,5,4.492
p52-instrument-0034/034,brics-odroid-006_cam0,102,right,good,-5,8.617
p52-instrument-0034/034,brics-odroid-006_cam0,102,right,good,-4,5.8612
p52-instrument-0034/034,brics-odroid-006_cam0,102,right,good,-3,5.9554
p52-instrument-0034/034,brics-odroid-006_cam0,102,right,good,-2,5.3726
p52-instrument-0034/034,brics-odroid-006_cam0,102,right,good,-1,4.4262
p52-instrument-0034/034,brics-odroid-006_cam0,102,right,good,0,4.7323
p52-instrument-0034/034,brics-odroid-006_cam0,102,right,good,1,4.7042
p52-instrument-0034/034,brics-odroid-006_cam0,102,right,good,2,6.0705
p52-instrument-0034/034,brics-odroid-006_cam0,102,right,good,3,5.8509
p52-instrument-0034/034,brics-odroid-006_cam0,102,right,good,4,6.3069
p52-instrument-0034/034,brics-odroid-006_cam0,102,right,good,5,6.846
p36-tea-0010/010,brics-odroid-026_cam0,171,right,good,-5,4.4746
p36-tea-0010/010,brics-odroid-026_cam0,171,right,good,-4,3.9
p36-tea-0010/010,brics-odroid-026_cam0,171,right,good,-3,3.2261
p36-tea-0010/010,brics-odroid-026_cam0,171,right,good,-2,99765.164
p36-tea-0010/010,brics-odroid-026_cam0,171,right,good,-1,4.2692
p36-tea-0010/010,brics-odroid-026_cam0,171,right,good,0,5.1899
p36-tea-0010/010,brics-odroid-026_cam0,171,right,good,1,6.5631
p36-tea-0010/010,brics-odroid-026_cam0,171,right,good,2,99765.164
p36-tea-0010/010,brics-odroid-026_cam0,171,right,good,3,99765.164
p36-tea-0010/010,brics-odroid-026_cam0,171,right,good,4,9.6142
p36-tea-0010/010,brics-odroid-026_cam0,171,right,good,5,99765.164
p41-plant-0004/004,brics-odroid-012_cam0,112,left,good,-5,17.4805
p41-plant-0004/004,brics-odroid-012_cam0,112,left,good,-4,22.5221
p41-plant-0004/004,brics-odroid-012_cam0,112,left,good,-3,19.3218
p41-plant-0004/004,brics-odroid-012_cam0,112,left,good,-2,10.0902
p41-plant-0004/004,brics-odroid-012_cam0,112,left,good,-1,5.9395
p41-plant-0004/004,brics-odroid-012_cam0,112,left,good,0,6.9921
p41-plant-0004/004,brics-odroid-012_cam0,112,left,good,1,14.525
p41-plant-0004/004,brics-odroid-012_cam0,112,left,good,2,24.0498
p41-plant-0004/004,brics-odroid-012_cam0,112,left,good,3,25.6461
p41-plant-0004/004,brics-odroid-012_cam0,112,left,good,4,20.0813
p41-plant-0004/004,brics-odroid-012_cam0,112,left,good,5,15.6604
p41-plant-0004/004,brics-odroid-021_cam0,152,right,good,-5,4.2186
p41-plant-0004/004,brics-odroid-021_cam0,152,right,good,-4,4.6842
p41-plant-0004/004,brics-odroid-021_cam0,152,right,good,-3,4.6434
p41-plant-0004/004,brics-odroid-021_cam0,152,right,good,-2,4.993
p41-plant-0004/004,brics-odroid-021_cam0,152,right,good,-1,4.7624
p41-plant-0004/004,brics-odroid-021_cam0,152,right,good,0,4.8305
p41-plant-0004/004,brics-odroid-021_cam0,152,right,good,1,4.5937
p41-plant-0004/004,brics-odroid-021_cam0,152,right,good,2,4.7288
p41-plant-0004/004,brics-odroid-021_cam0,152,right,good,3,4.9198
p41-plant-0004/004,brics-odroid-021_cam0,152,right,good,4,5.2869
p41-plant-0004/004,brics-odroid-021_cam0,152,right,good,5,5.1204
p44-dog-0004/004,brics-odroid-012_cam1,160,right,good,-5,9.014
p44-dog-0004/004,brics-odroid-012_cam1,160,right,good,-4,7.2168
p44-dog-0004/004,brics-odroid-012_cam1,160,right,good,-3,5.7212
p44-dog-0004/004,brics-odroid-012_cam1,160,right,good,-2,5.3096
p44-dog-0004/004,brics-odroid-012_cam1,160,right,good,-1,4.6945
p44-dog-0004/004,brics-odroid-012_cam1,160,right,good,0,5.5976
p44-dog-0004/004,brics-odroid-012_cam1,160,right,good,1,6.5527
p44-dog-0004/004,brics-odroid-012_cam1,160,right,good,2,6.0119
p44-dog-0004/004,brics-odroid-012_cam1,160,right,good,3,6.4713
p44-dog-0004/004,brics-odroid-012_cam1,160,right,good,4,5.739
p44-dog-0004/004,brics-odroid-012_cam1,160,right,good,5,5.1006
p41-plant-0004/004,brics-odroid-007_cam0,104,right,good,-5,9.634
p41-plant-0004/004,brics-odroid-007_cam0,104,right,good,-4,6.3545
p41-plant-0004/004,brics-odroid-007_cam0,104,right,good,-3,13.703
p41-plant-0004/004,brics-odroid-007_cam0,104,right,good,-2,15.4791
p41-plant-0004/004,brics-odroid-007_cam0,104,right,good,-1,11.1906
p41-plant-0004/004,brics-odroid-007_cam0,104,right,good,0,4.844
