frame,time_sec,hand,legacy_root_z_m,anycalib_root_z_m,e2_root_z_m
880,29.333,Right,1.65284,0.327313,0.371117
881,29.367,Left,0.988724,0.197811,0.223948
881,29.367,Right,1.638016,0.324422,0.367832
882,29.4,Left,0.982304,0.19656,0.222526
882,29.4,Right,1.651308,0.327014,0.370778
883,29.433,Left,0.963449,0.192884,0.218348
883,29.433,Right,1.655257,0.327783,0.371651
884,29.467,Left,0.962197,0.192641,0.218072
884,29.467,Right,1.723428,0.341076,0.386758
885,29.5,Left,0.956748,0.191578,0.216864
885,29.5,Right,1.675876,0.331802,0.376219
886,29.533,Left,0.951834,0.19062,0.215775
886,29.533,Right,1.673907,0.33142,0.375785
887,29.567,Left,0.958011,0.191825,0.217145
887,29.567,Right,1.68977,0.334512,0.379298
888,29.6,Left,0.970374,0.194236,0.219884
888,29.6,Right,1.694628,0.335459,0.380375
889,29.633,Left,0.964398,0.19307,0.21856
889,29.633,Right,1.756496,0.347523,0.394085
890,29.667,Left,0.975379,0.195211,0.220993
890,29.667,Right,1.691611,0.334871,0.379707
891,29.7,Left,0.973905,0.194924,0.220667
891,29.7,Right,1.821107,0.360125,0.408405
892,29.733,Left,0.974887,0.195114,0.220883
892,29.733,Right,1.887404,0.373056,0.4231
893,29.767,Left,0.972945,0.194736,0.220453
893,29.767,Right,1.884636,0.372516,0.422487
894,29.8,Left,0.974392,0.195017,0.220773
894,29.8,Right,1.839749,0.36376,0.412537
895,29.833,Left,0.972467,0.19464,0.220345
895,29.833,Right,1.85939,0.367592,0.416891
896,29.867,Left,0.974743,0.195085,0.22085
896,29.867,Right,1.894293,0.374398,0.424626
897,29.9,Left,0.982569,0.196609,0.222583
897,29.9,Right,1.884353,0.37246,0.422423
898,29.933,Left,0.989896,0.198039,0.224207
898,29.933,Right,1.875983,0.370828,0.420568
899,29.967,Left,0.997051,0.199434,0.225793
899,29.967,Right,1.886801,0.372937,0.422965
900,30.0,Left,0.998074,0.199634,0.226019
900,30.0,Right,1.89028,0.373615,0.423736
901,30.033,Left,1.009243,0.201811,0.228494
901,30.033,Right,1.900194,0.375551,0.425935
902,30.067,Left,1.009219,0.201806,0.228489
902,30.067,Right,1.859886,0.367688,0.417001
903,30.1,Left,1.013493,0.202639,0.229435
903,30.1,Right,1.896158,0.374763,0.42504
904,30.133,Left,1.028673,0.2056,0.2328
904,30.133,Right,1.888262,0.373224,0.423291
905,30.167,Left,1.014131,0.202766,0.229579
905,30.167,Right,1.922042,0.379815,0.43078
906,30.2,Left,1.04379,0.20855,0.236152
906,30.2,Right,1.948324,0.384936,0.436601
907,30.233,Left,1.039947,0.207801,0.235301
907,30.233,Right,1.962923,0.387786,0.439839
908,30.267,Left,1.037969,0.207415,0.234862
908,30.267,Right,1.979868,0.39109,0.443594
909,30.3,Left,1.034961,0.20683,0.234197
909,30.3,Right,1.975361,0.390211,0.442595
910,30.333,Left,1.035201,0.206877,0.23425
910,30.333,Right,1.97595,0.390325,0.442725
911,30.367,Left,1.024433,0.204777,0.231864
911,30.367,Right,1.952128,0.385679,0.437444
912,30.4,Left,1.013798,0.202702,0.229506
912,30.4,Right,1.964222,0.388037,0.440125
913,30.433,Left,1.03424,0.206689,0.234037
913,30.433,Right,1.964216,0.388037,0.440124
914,30.467,Left,1.051886,0.210129,0.237946
914,30.467,Right,1.957094,0.386648,0.438546
915,30.5,Left,1.04466,0.208719,0.236344
915,30.5,Right,1.956572,0.386545,0.438429
916,30.533,Left,1.050249,0.209809,0.237583
916,30.533,Right,1.955791,0.386393,0.438256
917,30.567,Left,1.053588,0.210461,0.238323
917,30.567,Right,1.954156,0.386074,0.437894
918,30.6,Left,1.050077,0.209776,0.237545
918,30.6,Right,1.987756,0.392628,0.445342
919,30.633,Left,1.027736,0.20542,0.232595
919,30.633,Right,1.98492,0.392075,0.444713
920,30.667,Left,1.028864,0.205641,0.232846
920,30.667,Right,1.954911,0.386222,0.438062
921,30.7,Left,1.031059,0.206068,0.233331
921,30.7,Right,1.930595,0.38148,0.432673
922,30.733,Left,1.010247,0.202012,0.228721
922,30.733,Right,1.929434,0.381253,0.432415
923,30.767,Left,1.01216,0.202385,0.229146
923,30.767,Right,1.861149,0.367935,0.41728
924,30.8,Left,1.017939,0.203513,0.230427
924,30.8,Right,1.897488,0.375023,0.425335
925,30.833,Left,1.017298,0.203388,0.230285
925,30.833,Right,1.875646,0.370761,0.420493
926,30.867,Left,1.020738,0.204058,0.231046
926,30.867,Right,1.834792,0.362793,0.411438
927,30.9,Left,1.010065,0.201976,0.22868
927,30.9,Right,1.820296,0.359968,0.408227
928,30.933,Left,1.010963,0.202151,0.228879
928,30.933,Right,1.805734,0.357128,0.405
929,30.967,Left,1.01396,0.202734,0.229542
929,30.967,Right,1.83015,0.361889,0.410411
930,31.0,Left,1.015757,0.203084,0.22994
930,31.0,Right,1.821817,0.360264,0.408563
931,31.033,Left,1.016655,0.20326,0.23014
931,31.033,Right,1.838614,0.36354,0.412286
932,31.067,Left,1.014151,0.202772,0.229586
932,31.067,Right,1.842065,0.364214,0.413052
933,31.1,Left,1.015526,0.203041,0.229891
933,31.1,Right,1.811366,0.358226,0.406248
934,31.133,Left,1.018068,0.203536,0.230453
934,31.133,Right,1.833848,0.362611,0.411231
935,31.167,Left,1.010681,0.202096,0.228817
935,31.167,Right,1.849205,0.365606,0.414634
936,31.2,Left,1.024801,0.204849,0.231946
936,31.2,Right,1.851626,0.366078,0.415171
937,31.233,Left,1.026011,0.205084,0.232213
937,31.233,Right,1.82895,0.361656,0.410145
938,31.267,Left,1.026167,0.205114,0.232247
938,31.267,Right,1.887282,0.373032,0.423073
939,31.3,Left,1.033669,0.206577,0.23391
939,31.3,Right,1.837166,0.363259,0.411966
940,31.333,Left,1.021599,0.204224,0.231235
940,31.333,Right,1.819846,0.359881,0.408128
941,31.367,Left,1.015313,0.202998,0.229843
941,31.367,Right,1.821402,0.360183,0.408472
942,31.4,Left,1.013037,0.202556,0.22934
942,31.4,Right,1.792941,0.354633,0.402164
943,31.433,Left,1.013066,0.202561,0.229346
943,31.433,Right,1.753591,0.346958,0.393443
944,31.467,Left,0.998013,0.199625,0.226009
944,31.467,Right,1.744595,0.345205,0.39145
945,31.5,Left,0.983856,0.196861,0.222869
945,31.5,Right,1.7739,0.350918,0.397942
946,31.533,Left,0.981435,0.19639,0.222334
946,31.533,Right,1.705876,0.337654,0.382869
947,31.567,Left,0.97169,0.194492,0.220176
947,31.567,Right,1.74571,0.345419,0.391694
948,31.6,Left,0.995387,0.199111,0.225425
948,31.6,Right,1.772392,0.35062,0.397605
949,31.633,Left,1.005235,0.20103,0.227606
949,31.633,Right,1.855543,0.366837,0.416034
950,31.667,Left,1.001743,0.20035,0.226833
950,31.667,Right,1.799845,0.355977,0.403692
951,31.7,Left,1.003663,0.200725,0.227259
951,31.7,Right,1.603063,0.317603,0.360083
952,31.733,Left,1.00006,0.200023,0.226461
952,31.733,Right,1.78416,0.352922,0.40022
